"set.id","set.name","year","set.num.parts","theme.id","theme.name","sub.theme.name","sub.sub.theme.name","inventory.id","inv.num.sets","inv.num.parts","total.parts","part.id","part.name","part.category.id","part.category.name","part.is.spare","color.id","color.name","color.hex","color.is.trans","text.color.hex","gender","num.parts"
"21310-1","Old Fishing Store",2017,2057,576,"LEGO Ideas and CUUSOO",NA,NA,19406,NA,1,1,"3626cpr2399","Minifig, Head Dark Tan Eyebrows, Moustache, Dark Tan and Gray Sideburns, Stubble and White Pupils Print - Stud Recessed",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"21310-1","Old Fishing Store",2017,2057,576,"LEGO Ideas and CUUSOO",NA,NA,22070,NA,5,5,"3626c","Minifig Head Plain [Hollow Stud]",59,"Minifig Heads",FALSE,47,"Trans-Clear","#FCFCFC",TRUE,"#000000","Unknown",5
"21310-1","Old Fishing Store",2017,2057,576,"LEGO Ideas and CUUSOO",NA,NA,22070,NA,1,1,"3626cpr0677","Minifig Head Brown Eyebrows and Freckles, Open Smile, White Pupils Print [Hollow Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1
"21310-1","Old Fishing Store",2017,2057,576,"LEGO Ideas and CUUSOO",NA,NA,22070,NA,1,1,"3626cpr0893","Minifig Head Female with Peach Lips, Open Mouth Smile, Black Eyebrows Print [Hollow Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Female",1
"21310-1","Old Fishing Store",2017,2057,576,"LEGO Ideas and CUUSOO",NA,NA,22070,NA,1,1,"3626cpr1559","Minifig Head Beard Gray with Gray Eyebrows, Sideburns and Stern Print [Hollow Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"21310-1","Old Fishing Store",2017,2057,576,"LEGO Ideas and CUUSOO",NA,NA,22070,NA,1,1,"3626cpr2399","Minifig, Head Dark Tan Eyebrows, Moustache, Dark Tan and Gray Sideburns, Stubble and White Pupils Print - Stud Recessed",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"21312-1","Women of NASA",2017,231,576,"LEGO Ideas and CUUSOO",NA,NA,20628,NA,1,1,"3626cpr2040","Minifig Head Dual Sided Female - Black Eyebrows and Long Eyelashes -Side A Open Smile with Peach Lips and Dimples - Side B Eyebrow Raised and Closed Mouth with Full Peach Lips print [Hollow Stud]",59,"Minifig Heads",FALSE,78,"Light Flesh","#F6D7B3",FALSE,"#000000","Female",1
"21312-1","Women of NASA",2017,231,576,"LEGO Ideas and CUUSOO",NA,NA,20628,NA,1,1,"3626cpr2514","Minifig Head Dual Sided Female Gold-Framed Glasses, Peach Lips Closed / Open Smile",59,"Minifig Heads",FALSE,78,"Light Flesh","#F6D7B3",FALSE,"#000000","Female",1
"21312-1","Women of NASA",2017,231,576,"LEGO Ideas and CUUSOO",NA,NA,20628,NA,1,1,"3626cpr2516","Minifig Head Dual Sided Female Open Mouth Smile / Determined Print",59,"Minifig Heads",FALSE,70,"Reddish Brown","#582A12",FALSE,"#FFFFFF","Female",1
"21312-1","Women of NASA",2017,231,576,"LEGO Ideas and CUUSOO",NA,NA,20628,NA,1,1,"3626cpr2517","Minifig Head Dual Sided Female Glasses with Dark Green Frames, Open / Closed Smile Print",59,"Minifig Heads",FALSE,78,"Light Flesh","#F6D7B3",FALSE,"#000000","Female",1
"21313-1","Ship in a Bottle",2018,962,576,"LEGO Ideas and CUUSOO",NA,NA,22222,NA,2,2,"3626b","Minifig Head Plain [Blocked Open Stud]",59,"Minifig Heads",FALSE,85,"Dark Purple","#3F3691",FALSE,"#FFFFFF","Unknown",2
"21314-1","TRON: Legacy",2018,230,576,"LEGO Ideas and CUUSOO",NA,NA,23858,NA,1,1,"3626cpr1709","Minifig Head with Dark Brown Furrowed Eyebrows, White Pupils, Straight Line Mouth (Frown) and Curved Chin Line [Hollow Stud]",59,"Minifig Heads",FALSE,78,"Light Flesh","#F6D7B3",FALSE,"#000000","Unknown",1
"21314-1","TRON: Legacy",2018,230,576,"LEGO Ideas and CUUSOO",NA,NA,23858,NA,1,1,"3626cpr2620","Minifig Head Dual Sided Smile, Frown, Dark Brown Eyebrows",59,"Minifig Heads",FALSE,78,"Light Flesh","#F6D7B3",FALSE,"#000000","Unknown",1
"21314-1","TRON: Legacy",2018,230,576,"LEGO Ideas and CUUSOO",NA,NA,23858,NA,1,1,"3626cpr2622","Minifig Head Dual Sided Female Black Eyebrows, Peach Lips, Smirk/Frown",59,"Minifig Heads",FALSE,78,"Light Flesh","#F6D7B3",FALSE,"#000000","Female",1
"21315-1","PopUp Book",2018,859,576,"LEGO Ideas and CUUSOO",NA,NA,29177,NA,1,1,"20613pr0002","Minifig Head Modified Werewolf with Smooth Hair and Brow with Black Nose, White Teeth and Fangs, Pint Lipstick and Gold Rimmed Glasses",59,"Minifig Heads",FALSE,72,"Dark Bluish Gray","#6C6E68",FALSE,"#FFFFFF","Unknown",1
"21315-1","PopUp Book",2018,859,576,"LEGO Ideas and CUUSOO",NA,NA,29177,NA,1,1,"3626cpr1623","Minifig Head Dark Orange Eyebrows and Sideburns, Broken Tooth, Determined Grin, Pupils Print [Hollow Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"21315-1","PopUp Book",2018,859,576,"LEGO Ideas and CUUSOO",NA,NA,29177,NA,1,1,"3626cpr1635","Minifig Head Eyelashes, Freckles, Smile [Recessed Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1
"21315-1","PopUp Book",2018,859,576,"LEGO Ideas and CUUSOO",NA,NA,29177,NA,1,1,"3626cpr1963","Minifig Head Female Dark Tan Large Glasses, Gray Eyebrows, Peach Lips, Crows Feet (Old Woman) [Recessed Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Female",1
"21316-1","The Flintstones",2019,740,576,"LEGO Ideas and CUUSOO",NA,NA,32730,NA,3,3,"3626b","Minifig Head Plain [Blocked Open Stud]",59,"Minifig Heads",FALSE,92,"Flesh","#D09168",FALSE,"#FFFFFF","Unknown",3
"21316-1","The Flintstones",2019,740,576,"LEGO Ideas and CUUSOO",NA,NA,32730,NA,1,1,"3626cp9892","Minifig Head Barney Rubble",59,"Minifig Heads",FALSE,78,"Light Flesh","#F6D7B3",FALSE,"#000000","Unknown",1
"21316-1","The Flintstones",2019,740,576,"LEGO Ideas and CUUSOO",NA,NA,32730,NA,1,1,"3626cpr9889","Minifig Head Betty Rubble",59,"Minifig Heads",FALSE,78,"Light Flesh","#F6D7B3",FALSE,"#000000","Unknown",1
"21316-1","The Flintstones",2019,740,576,"LEGO Ideas and CUUSOO",NA,NA,32730,NA,1,1,"3626cpr9890","Minifig Head Wilma Flintstone",59,"Minifig Heads",FALSE,78,"Light Flesh","#F6D7B3",FALSE,"#000000","Unknown",1
"21316-1","The Flintstones",2019,740,576,"LEGO Ideas and CUUSOO",NA,NA,32730,NA,1,1,"3626cpr9891","Minifig Head Fred Flintstone",59,"Minifig Heads",FALSE,78,"Light Flesh","#F6D7B3",FALSE,"#000000","Unknown",1
"2140-1","ANWB Roadside Assistance Crew",1996,258,85,"Town","Classic Town","Traffic",10627,NA,3,3,"3626bp04","Minifig Head Glasses with Black Sunglasses and Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",3
"214-1","Road Repair",1977,64,364,"Building Set with People",NA,NA,2939,NA,2,2,"685px4","Homemaker Figure Head with Eyes, Eyebrows and Smile Print",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",2
"2146-1","Freestyle with Storage Case",1996,819,399,"Freestyle",NA,NA,2632,NA,2,2,"3626bpr0001","Minifig Head Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",2
"2147-1","Dragon Fly",1997,182,68,"Town","Classic Town","Airport",4436,NA,2,2,"3626bp04","Minifig Head Glasses with Black Sunglasses and Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",2
"2148-1","LEGO Truck",1997,105,85,"Town","Classic Town","Traffic",13737,NA,1,1,"3626bp04","Minifig Head Glasses with Black Sunglasses and Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1
"2148-2","LEGO Truck [Lego Toy Fair 1998 25th Anniversary Edition]",1998,106,85,"Town","Classic Town","Traffic",7924,NA,1,1,"3626bp04","Minifig Head Glasses with Black Sunglasses and Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1
"2149-1","Color Line Container Lorry",1997,184,70,"Town","Classic Town","Cargo",7999,NA,1,1,"3626bpr0001","Minifig Head Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1
"2150-1","Train Station",1996,609,236,"Train","9V",NA,3360,NA,2,2,"3626bp02","Minifig Head Female Standard with Red Lips, Eyelashes Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Female",2
"2150-1","Train Station",1996,609,236,"Train","9V",NA,3360,NA,3,3,"3626bp03","Minifig Head Moustache Pointed with Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",3
"2150-1","Train Station",1996,609,236,"Train","9V",NA,3360,NA,3,3,"3626bp04","Minifig Head Glasses with Black Sunglasses and Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",3
"215-1","Red Indians",1977,81,364,"Building Set with People",NA,NA,13490,NA,1,1,"3626a","Minifig Head Plain [Solid Stud]",59,"Minifig Heads",FALSE,4,"Red","#C91A09",FALSE,"#FFFFFF","Unknown",1
"215-1","Red Indians",1977,81,364,"Building Set with People",NA,NA,13490,NA,4,4,"685p01","Maxifig Head with Face Print",59,"Minifig Heads",FALSE,4,"Red","#C91A09",FALSE,"#FFFFFF","Unknown",4
"2151-1","Robo Raider",1997,137,138,"Space","RoboForce",NA,12949,NA,1,1,"3626bpx101","Minifig Head Male Headband Red and Freckles Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"2152-1","Robo Raptor",1997,222,138,"Space","RoboForce",NA,232,NA,1,1,"3626bp68","Minifig Head Glasses with Silver Sunglasses and Red Headset Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1
"2153-1","Robo Stalker",1997,279,138,"Space","RoboForce",NA,3193,NA,2,2,"3626bpx101","Minifig Head Male Headband Red and Freckles Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",2
"2154-1","Robo Master",1997,362,138,"Space","RoboForce",NA,8566,NA,2,2,"3626bp68","Minifig Head Glasses with Silver Sunglasses and Red Headset Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",2
"2160-1","Crystal Scavenger",1997,112,309,"Aquazone","Aquaraiders I",NA,13115,NA,1,1,"3626bpb0057","Minifig Head Moustache Red, Headset, Red Eyebrows Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"2161-1","Aqua Dozer",1997,135,309,"Aquazone","Aquaraiders I",NA,5417,NA,1,1,"3626bp7a","Minifig Head Male Brown Hair over Eye and Black Eyebrows Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"2162-1","Hydro Reef Wrecker",1997,287,309,"Aquazone","Aquaraiders I",NA,14109,NA,1,1,"3626bp7a","Minifig Head Male Brown Hair over Eye and Black Eyebrows Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"2162-1","Hydro Reef Wrecker",1997,287,309,"Aquazone","Aquaraiders I",NA,14109,NA,1,1,"3626bpb0057","Minifig Head Moustache Red, Headset, Red Eyebrows Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"2170-1","Cole DX",2011,21,435,"Ninjago",NA,NA,6994,NA,1,1,"3626bpr0745","Minifig Head Male - Raised Bushy Eyebrows, White Pupils, Chin Dimple Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"217-1","Service Station",1977,211,364,"Building Set with People",NA,NA,9770,NA,3,3,"685p01","Maxifig Head with Face Print",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",3
"217-1","Service Station",1977,211,364,"Building Set with People",NA,NA,9770,NA,3,3,"685px4","Homemaker Figure Head with Eyes, Eyebrows and Smile Print",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",3
"2171-1","Zane DX",2011,22,435,"Ninjago",NA,NA,6325,NA,1,1,"3626bpr0747","Minifig Head Male - Black Eyebrows, White Pupils, Thin Mouth Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"2171-1","Zane DX",2011,22,435,"Ninjago",NA,NA,28058,NA,1,1,"3626bpr0747","Minifig Head Male - Black Eyebrows, White Pupils, Thin Mouth Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"2172-1","Nya",2011,21,435,"Ninjago",NA,NA,5809,NA,1,1,"3626bpr0782","Minifig Head Dual Sided - Female Red Lips / Red Veil over Mouth Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Female",1
"2173-1","Nuckal",2011,26,435,"Ninjago",NA,NA,3357,NA,1,1,"93064pr0001","Minifig Head Modified - Skeleton with Tan Spikes and Metal Eyepatch Print",59,"Minifig Heads",FALSE,15,"White","#FFFFFF",FALSE,"#000000","Unknown",1
"2174-1","Kruncha",2011,24,435,"Ninjago",NA,NA,13533,NA,1,1,"93065pr0001","Minifig Head Modified - Skeleton with Gray Helmet Print",59,"Minifig Heads",FALSE,15,"White","#FFFFFF",FALSE,"#000000","Unknown",1
"2175-1","Wyplash",2011,23,435,"Ninjago",NA,NA,8487,NA,1,1,"93066pr0001","Minifig Head Modified - Skull with Red Eyes, Cracks and Worm Print",59,"Minifig Heads",FALSE,15,"White","#FFFFFF",FALSE,"#000000","Unknown",1
"218-1","Firemen",1977,277,364,"Building Set with People",NA,NA,2409,NA,2,2,"685px2","Homemaker Figure Head with Eyes, Glasses and Smile Print",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",2
"218-1","Firemen",1977,277,364,"Building Set with People",NA,NA,2409,NA,2,2,"685px3","Homemaker Figure Head with Eyes, Freckles and Smile Print",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",2
"218-1","Firemen",1977,277,364,"Building Set with People",NA,NA,2409,NA,2,2,"685px4","Homemaker Figure Head with Eyes, Eyebrows and Smile Print",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",2
"2181-1","Infomaniac",1997,4,84,"Town","Classic Town","Supplemental",14456,NA,1,1,"3626bpb0030","Minifig Head Moustache Large Gray, Gray Eyebrows, and Large Glasses Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"2186-1","Seaplane",1997,77,399,"Freestyle",NA,NA,3598,NA,1,1,"3626bpx19","Minifig Head Male Bangs and Freckles Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"2187-1","Racer",1997,64,399,"Freestyle",NA,NA,4752,NA,1,1,"3626bpr0001","Minifig Head Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1
"2188-1","Speedboat",1997,58,399,"Freestyle",NA,NA,13712,NA,1,1,"3626bp07","Minifig Head with Freckle Nose and Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1
"2230-1","Helicopter and Raft",2008,116,59,"Town","City","Harbor",14632,NA,1,1,"3626bpr0279","Minifig Head Glasses with Orange Sunglasses and Smirk Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1
"2230-1","Helicopter and Raft",2008,116,59,"Town","City","Harbor",14632,NA,1,1,"3626bpr0282","Minifig Head with Silver Sunglasses, Eyebrows and Thin Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1
"2234-1","Police Chase",1998,157,103,"Town","Town Jr.","Traffic",8702,NA,1,1,"3626bp02","Minifig Head Female Standard with Red Lips, Eyelashes Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Female",1
"2234-1","Police Chase",1998,157,103,"Town","Town Jr.","Traffic",8702,NA,2,2,"3626bp04","Minifig Head Glasses with Black Sunglasses and Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",2
"2234-1","Police Chase",1998,157,103,"Town","Town Jr.","Traffic",8702,NA,2,2,"3626bp05","Minifig Head Male Standard Grin and Eyebrows Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",2
"2254-1","Mountain Shrine",2011,168,435,"Ninjago",NA,NA,13896,NA,1,1,"3626bpr0744","Minifig Head Male - Black Eyebrows, White Pupils, Frown, Scar Across Left Eye Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"2254-1","Mountain Shrine",2011,168,435,"Ninjago",NA,NA,30977,NA,1,1,"3626bpr0744","Minifig Head Male - Black Eyebrows, White Pupils, Frown, Scar Across Left Eye Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"2255-1","Sensei Wu",2011,20,435,"Ninjago",NA,NA,5293,NA,1,1,"3626bpr0748","Minifig Head with White Goatee, Moustache and Eyebrows and Brown Age Lines Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"2256-1","Lord Garmadon",2011,23,435,"Ninjago",NA,NA,6797,NA,1,1,"3626bpr0781","Minifig Head with Red Eyes, White Teeth and Silver Wrinkles Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF","Unknown",1
"2257-1","Spinjitzu Starter Set",2011,47,435,"Ninjago",NA,NA,4296,NA,1,1,"3626bpr0746","Minifig Head Male - Scarred Eyebrow, White Pupils, Brown Chin Dimple Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"2257-1","Spinjitzu Starter Set",2011,47,435,"Ninjago",NA,NA,4296,NA,1,1,"3626bpr0751a","Minifig Head - Cracked Skull with Metal Plates Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,15,"White","#FFFFFF",FALSE,"#000000","Unknown",1
"2257-1","Spinjitzu Starter Set",2011,47,435,"Ninjago",NA,NA,31817,NA,1,1,"3626bpr0746","Minifig Head Male - Scarred Eyebrow, White Pupils, Brown Chin Dimple Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"2257-1","Spinjitzu Starter Set",2011,47,435,"Ninjago",NA,NA,31817,NA,1,1,"3626bpr0751a","Minifig Head - Cracked Skull with Metal Plates Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,15,"White","#FFFFFF",FALSE,"#000000","Unknown",1
"2263-1","Turbo Shredder",2011,298,435,"Ninjago",NA,NA,647,NA,1,1,"3626bpr0745","Minifig Head Male - Raised Bushy Eyebrows, White Pupils, Chin Dimple Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"2263-1","Turbo Shredder",2011,298,435,"Ninjago",NA,NA,647,NA,1,1,"3626bpr0746","Minifig Head Male - Scarred Eyebrow, White Pupils, Brown Chin Dimple Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"2263-1","Turbo Shredder",2011,298,435,"Ninjago",NA,NA,647,NA,1,1,"3626bpr0751a","Minifig Head - Cracked Skull with Metal Plates Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,15,"White","#FFFFFF",FALSE,"#000000","Unknown",1
"230-1","Hairdressing Salon",1978,227,405,"Homemaker",NA,NA,16263,NA,1,1,"685","Homemaker Figure Head, No Print",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1
"230-1","Hairdressing Salon",1978,227,405,"Homemaker",NA,NA,16263,NA,1,1,"685p01","Maxifig Head with Face Print",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1
"230-1","Hairdressing Salon",1978,227,405,"Homemaker",NA,NA,16263,NA,1,1,"685px3","Homemaker Figure Head with Eyes, Freckles and Smile Print",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1
"231-1","Hospital",1978,400,405,"Homemaker",NA,NA,2391,NA,2,2,"685p01","Maxifig Head with Face Print",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",2
"231-1","Hospital",1978,400,405,"Homemaker",NA,NA,2391,NA,1,1,"685px3","Homemaker Figure Head with Eyes, Freckles and Smile Print",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1
"231-1","Hospital",1978,400,405,"Homemaker",NA,NA,2391,NA,1,1,"685px4","Homemaker Figure Head with Eyes, Eyebrows and Smile Print",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1
"232-1","Bungalow",1978,472,405,"Homemaker",NA,NA,10992,NA,2,2,"3626a","Minifig Head Plain [Solid Stud]",59,"Minifig Heads",FALSE,47,"Trans-Clear","#FCFCFC",TRUE,"#000000","Unknown",2
"232-1","Bungalow",1978,472,405,"Homemaker",NA,NA,10992,NA,1,1,"685p01","Maxifig Head with Face Print",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1
"232-1","Bungalow",1978,472,405,"Homemaker",NA,NA,10992,NA,1,1,"685px5","Homemaker Figure Head with Eyes, Eyebrows and Moustache Print",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"241701-1","Mr. Spry and His Lemonade Stand",2017,20,600,"Elves",NA,NA,23143,NA,1,1,"3626c","Minifig Head Plain [Hollow Stud]",59,"Minifig Heads",FALSE,26,"Magenta","#923978",FALSE,"#FFFFFF","Unknown",1
"250-3","Aeroplane and Pilot",1974,89,364,"Building Set with People",NA,NA,10244,NA,1,1,"685p01","Maxifig Head with Face Print",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1
"2504-1","Spinjitzu Dojo",2011,381,435,"Ninjago",NA,NA,12431,NA,1,1,"3626bpr0747","Minifig Head Male - Black Eyebrows, White Pupils, Thin Mouth Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"2504-1","Spinjitzu Dojo",2011,381,435,"Ninjago",NA,NA,12431,NA,1,1,"3626bpr0748","Minifig Head with White Goatee, Moustache and Eyebrows and Brown Age Lines Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"2504-1","Spinjitzu Dojo",2011,381,435,"Ninjago",NA,NA,12431,NA,1,1,"93064pr0001","Minifig Head Modified - Skeleton with Tan Spikes and Metal Eyepatch Print",59,"Minifig Heads",FALSE,15,"White","#FFFFFF",FALSE,"#000000","Unknown",1
"2505-1","Garmadon's Dark Fortress",2011,516,435,"Ninjago",NA,NA,3659,NA,1,1,"3626bpr0744","Minifig Head Male - Black Eyebrows, White Pupils, Frown, Scar Across Left Eye Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"2505-1","Garmadon's Dark Fortress",2011,516,435,"Ninjago",NA,NA,3659,NA,1,1,"3626bpr0749","Minifig Head - Cracked Skull with Holes Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,15,"White","#FFFFFF",FALSE,"#000000","Unknown",1
"2505-1","Garmadon's Dark Fortress",2011,516,435,"Ninjago",NA,NA,3659,NA,1,1,"3626bpr0752a","Minifig Head - Skull Cracked with Red Eyes and Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,15,"White","#FFFFFF",FALSE,"#000000","Unknown",1
"2505-1","Garmadon's Dark Fortress",2011,516,435,"Ninjago",NA,NA,3659,NA,1,1,"3626bpr0781","Minifig Head with Red Eyes, White Teeth and Silver Wrinkles Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF","Unknown",1
"2505-1","Garmadon's Dark Fortress",2011,516,435,"Ninjago",NA,NA,3659,NA,1,1,"3626bpr0782","Minifig Head Dual Sided - Female Red Lips / Red Veil over Mouth Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Female",1
"2505-1","Garmadon's Dark Fortress",2011,516,435,"Ninjago",NA,NA,3659,NA,4,4,"3626bpr0895","Minifig Head Standard Skull Print  [Blocked Open Stud]",59,"Minifig Heads",FALSE,15,"White","#FFFFFF",FALSE,"#000000","Unknown",4
"2505-1","Garmadon's Dark Fortress",2011,516,435,"Ninjago",NA,NA,3659,NA,1,1,"93067pr01","Minifig Head Modified Skeleton, Lower Jaw with Ninjago Cracked Dark Red Skull Print",59,"Minifig Heads",FALSE,15,"White","#FFFFFF",FALSE,"#000000","Unknown",1
"2505-1","Garmadon's Dark Fortress",2011,516,435,"Ninjago",NA,NA,3659,NA,1,1,"93068pr0001","Minifig Head Modified Skeleton, Upper Jaw with Forehead Nails Print",59,"Minifig Heads",FALSE,15,"White","#FFFFFF",FALSE,"#000000","Unknown",1
"2507-1","Fire Temple",2011,1175,435,"Ninjago",NA,NA,14926,NA,1,1,"3626bpr0744","Minifig Head Male - Black Eyebrows, White Pupils, Frown, Scar Across Left Eye Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"2507-1","Fire Temple",2011,1175,435,"Ninjago",NA,NA,14926,NA,1,1,"3626bpr0747","Minifig Head Male - Black Eyebrows, White Pupils, Thin Mouth Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
