"set.id","set.name","year","set.num.parts","theme.id","theme.name","sub.theme.name","sub.sub.theme.name","inventory.id","inv.num.sets","inv.num.parts","total.parts","part.id","part.name","part.category.id","part.category.name","part.is.spare","color.id","color.name","color.hex","color.is.trans","text.color.hex"
"4000012-1","LEGO Inside Tour (LIT) Exclusive 2012 Edition - Piper Airplane",2012,618,301,"Other",NA,NA,9852,NA,1,1,"3741","Plant, Flower Stem",28,"Plants and Animals",FALSE,2,"Green","#237841",FALSE,"#FFFFFF"
"4000012-1","LEGO Inside Tour (LIT) Exclusive 2012 Edition - Piper Airplane",2012,618,301,"Other",NA,NA,9852,NA,1,1,"3742","Plant, Flower - Small",28,"Plants and Animals",FALSE,4,"Red","#C91A09",FALSE,"#FFFFFF"
"4000015-1","LOM Building B",2014,215,408,"LEGO Brand Store",NA,NA,6969,NA,3,3,"33291","Plant, Plate Round 1 x 1 with Flower Edge [4 Petals]",28,"Plants and Animals",FALSE,10,"Bright Green","#4B9F4A",FALSE,"#FFFFFF"
"4000016-1","Billund Airport",2014,281,408,"LEGO Brand Store",NA,NA,9248,NA,1,1,"33291","Plant, Plate Round 1 x 1 with Flower Edge [4 Petals]",28,"Plants and Animals",TRUE,191,"Bright Light Orange","#F8BB3D",FALSE,"#FFFFFF"
"4000016-1","Billund Airport",2014,281,408,"LEGO Brand Store",NA,NA,9248,NA,4,4,"33291","Plant, Plate Round 1 x 1 with Flower Edge [4 Petals]",28,"Plants and Animals",FALSE,191,"Bright Light Orange","#F8BB3D",FALSE,"#FFFFFF"
"4000016-1","Billund Airport",2014,281,408,"LEGO Brand Store",NA,NA,9248,NA,7,7,"33291","Plant, Plate Round 1 x 1 with Flower Edge [4 Petals]",28,"Plants and Animals",FALSE,10,"Bright Green","#4B9F4A",FALSE,"#FFFFFF"
"4000016-1","Billund Airport",2014,281,408,"LEGO Brand Store",NA,NA,9248,NA,1,1,"33291","Plant, Plate Round 1 x 1 with Flower Edge [4 Petals]",28,"Plants and Animals",TRUE,10,"Bright Green","#4B9F4A",FALSE,"#FFFFFF"
"4000018-1","Production Kladno Campus 2015",2015,412,301,"Other",NA,NA,30413,NA,24,24,"33291","Plant, Plate Round 1 x 1 with Flower Edge [4 Petals]",28,"Plants and Animals",FALSE,10,"Bright Green","#4B9F4A",FALSE,"#FFFFFF"
"4000023-1","Jiaxing Factory 2016",2016,407,301,"Other",NA,NA,30415,NA,7,7,"33291","Plant, Plate Round 1 x 1 with Flower Edge [4 Petals]",28,"Plants and Animals",FALSE,10,"Bright Green","#4B9F4A",FALSE,"#FFFFFF"
"4000023-1","Jiaxing Factory 2016",2016,407,301,"Other",NA,NA,30415,NA,6,6,"33291","Plant, Plate Round 1 x 1 with Flower Edge [4 Petals]",28,"Plants and Animals",FALSE,5,"Dark Pink","#C870A0",FALSE,"#FFFFFF"
"4000031-1","Exclusive T. Rex",2018,70,602,"Jurassic World",NA,NA,29455,NA,1,1,"98057pr0003","Dino Jaw Lower T-Rex with White Teeth Print",28,"Plants and Animals",FALSE,191,"Bright Light Orange","#F8BB3D",FALSE,"#FFFFFF"
"4000031-1","Exclusive T. Rex",2018,70,602,"Jurassic World",NA,NA,29455,NA,1,1,"98058pr0003","Dino Leg Small (Front) T-Rex with Black Claws Print - Left [Dark Orange]",28,"Plants and Animals",FALSE,484,"Dark Orange","#A95500",FALSE,"#FFFFFF"
"4000031-1","Exclusive T. Rex",2018,70,602,"Jurassic World",NA,NA,29455,NA,1,1,"98059pr0003","Dino Leg Small (Front) T-Rex with Black Claws Print - Right [Dark Orange]",28,"Plants and Animals",FALSE,484,"Dark Orange","#A95500",FALSE,"#FFFFFF"
"4000031-1","Exclusive T. Rex",2018,70,602,"Jurassic World",NA,NA,29455,NA,1,1,"98159pr0005","Dino Tail T-Rex with Pin, Black and Dark Orange Top and Black Spots Print",28,"Plants and Animals",FALSE,191,"Bright Light Orange","#F8BB3D",FALSE,"#FFFFFF"
"4000031-1","Exclusive T. Rex",2018,70,602,"Jurassic World",NA,NA,29455,NA,1,1,"98160pr0006","Dino Body T-Rex Dark Orange Top, Black Stripes and Spots Print",28,"Plants and Animals",FALSE,191,"Bright Light Orange","#F8BB3D",FALSE,"#FFFFFF"
"4000031-1","Exclusive T. Rex",2018,70,602,"Jurassic World",NA,NA,29455,NA,1,1,"98161pr0005","Dino Head Tyrannosaurus Rex with Pin, White Teeth, Black and Dark Orange Top and Black and Bright Light Orange Spots Print",28,"Plants and Animals",FALSE,191,"Bright Light Orange","#F8BB3D",FALSE,"#FFFFFF"
"4000031-1","Exclusive T. Rex",2018,70,602,"Jurassic World",NA,NA,29455,NA,1,1,"98162pr0006","Dino Leg Large T-Rex with Pin, Black Claws and Black Spots on Dark Orange Print - Left",28,"Plants and Animals",FALSE,191,"Bright Light Orange","#F8BB3D",FALSE,"#FFFFFF"
"4000031-1","Exclusive T. Rex",2018,70,602,"Jurassic World",NA,NA,29455,NA,1,1,"98163pr0005","Dino Leg Large (Rear) T-Rex with Pin, Black Claws and Black Spots on Dark Orange Print - Right",28,"Plants and Animals",FALSE,191,"Bright Light Orange","#F8BB3D",FALSE,"#FFFFFF"
"40009-1","Holiday",2010,85,227,"Seasonal","Christmas",NA,10593,NA,1,1,"33291","Plant, Plate Round 1 x 1 with Flower Edge [4 Petals]",28,"Plants and Animals",FALSE,5,"Dark Pink","#C870A0",FALSE,"#FFFFFF"
"40009-1","Holiday",2010,85,227,"Seasonal","Christmas",NA,10593,NA,1,1,"33291","Plant, Plate Round 1 x 1 with Flower Edge [4 Petals]",28,"Plants and Animals",TRUE,5,"Dark Pink","#C870A0",FALSE,"#FFFFFF"
"400-1","Universal Building Set",1977,317,469,"Universal Building Set","Basic Set",NA,475,NA,1,1,"3471","Plant, Pine Tree - Large 4 x 4 x 6 2/3",28,"Plants and Animals",FALSE,2,"Green","#237841",FALSE,"#FFFFFF"
"40018-1","Easter Bunny with Eggs",2011,95,229,"Seasonal","Easter",NA,3141,NA,1,1,"4728","Plant, Flower 2 x 2 - Round [Open Stud]",28,"Plants and Animals",FALSE,15,"White","#FFFFFF",FALSE,"#000000"
"4002014-1","LEGO HUB Birds",2015,466,301,"Other",NA,NA,4638,NA,7,7,"53451","Barb Small Flexible [Claw, Horn]",28,"Plants and Animals",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF"
"4002016-1","50 Years On Track",2016,1142,301,"Other",NA,NA,16678,NA,2,2,"33291","Plant, Plate Round 1 x 1 with Flower Edge [4 Petals]",28,"Plants and Animals",FALSE,2,"Green","#237841",FALSE,"#FFFFFF"
"4002017-1","2017 Employee Gift - Nutcracker",2017,729,598,"Promotional",NA,NA,23910,NA,2,2,"40378","Dinosaur Tail / Neck Middle Section with Pin",28,"Plants and Animals",FALSE,297,"Pearl Gold","#AA7F2E",FALSE,"#FFFFFF"
"4002018-1","Employee Christmas Gift 2018",2018,1094,598,"Promotional",NA,NA,30460,NA,4,4,"15064","Insect Leg / Tail",28,"Plants and Animals",FALSE,28,"Dark Tan","#958A73",FALSE,"#FFFFFF"
"4002018-1","Employee Christmas Gift 2018",2018,1094,598,"Promotional",NA,NA,30460,NA,1,1,"3471","Plant, Pine Tree - Large 4 x 4 x 6 2/3",28,"Plants and Animals",FALSE,2,"Green","#237841",FALSE,"#FFFFFF"
"4002018-1","Employee Christmas Gift 2018",2018,1094,598,"Promotional",NA,NA,30460,NA,2,2,"40378","Dinosaur Tail / Neck Middle Section with Pin",28,"Plants and Animals",FALSE,28,"Dark Tan","#958A73",FALSE,"#FFFFFF"
"4002018-1","Employee Christmas Gift 2018",2018,1094,598,"Promotional",NA,NA,30460,NA,2,2,"53451","Barb Small Flexible [Claw, Horn]",28,"Plants and Animals",FALSE,28,"Dark Tan","#958A73",FALSE,"#FFFFFF"
"40038-1","Monthly Mini Model Build March 2012 - Garden and Earthworm",2012,33,409,"LEGO Brand Store","Monthly Mini Model Build",NA,6929,NA,1,1,"30115","Snake",28,"Plants and Animals",FALSE,4,"Red","#C91A09",FALSE,"#FFFFFF"
"40038-1","Monthly Mini Model Build March 2012 - Garden and Earthworm",2012,33,409,"LEGO Brand Store","Monthly Mini Model Build",NA,6929,NA,2,2,"3741","Plant, Flower Stem",28,"Plants and Animals",FALSE,2,"Green","#237841",FALSE,"#FFFFFF"
"40038-1","Monthly Mini Model Build March 2012 - Garden and Earthworm",2012,33,409,"LEGO Brand Store","Monthly Mini Model Build",NA,6929,NA,1,1,"3742","Plant, Flower - Small",28,"Plants and Animals",TRUE,5,"Dark Pink","#C870A0",FALSE,"#FFFFFF"
"40038-1","Monthly Mini Model Build March 2012 - Garden and Earthworm",2012,33,409,"LEGO Brand Store","Monthly Mini Model Build",NA,6929,NA,3,3,"3742","Plant, Flower - Small",28,"Plants and Animals",FALSE,15,"White","#FFFFFF",FALSE,"#000000"
"40038-1","Monthly Mini Model Build March 2012 - Garden and Earthworm",2012,33,409,"LEGO Brand Store","Monthly Mini Model Build",NA,6929,NA,1,1,"3742","Plant, Flower - Small",28,"Plants and Animals",TRUE,15,"White","#FFFFFF",FALSE,"#000000"
"40038-1","Monthly Mini Model Build March 2012 - Garden and Earthworm",2012,33,409,"LEGO Brand Store","Monthly Mini Model Build",NA,6929,NA,3,3,"3742","Plant, Flower - Small",28,"Plants and Animals",FALSE,5,"Dark Pink","#C870A0",FALSE,"#FFFFFF"
"40039-1","Monthly Mini Model Build May 2012 - Tulip",2012,16,409,"LEGO Brand Store","Monthly Mini Model Build",NA,12916,NA,1,1,"4727","Plant, Flower 2 x 2 Leaves - Angular",28,"Plants and Animals",FALSE,10,"Bright Green","#4B9F4A",FALSE,"#FFFFFF"
"40052-1","Springtime Scene",2013,88,206,"Seasonal",NA,NA,8357,NA,8,8,"22667","Plant, Cherries",28,"Plants and Animals",FALSE,4,"Red","#C91A09",FALSE,"#FFFFFF"
"40052-1","Springtime Scene",2013,88,206,"Seasonal",NA,NA,8357,NA,1,1,"22667","Plant, Cherries",28,"Plants and Animals",TRUE,4,"Red","#C91A09",FALSE,"#FFFFFF"
"40052-1","Springtime Scene",2013,88,206,"Seasonal",NA,NA,8357,NA,4,4,"2417","Plant, Leaves 6 x 5",28,"Plants and Animals",FALSE,10,"Bright Green","#4B9F4A",FALSE,"#FFFFFF"
"40052-1","Springtime Scene",2013,88,206,"Seasonal",NA,NA,8357,NA,2,2,"30176","Plant, Round 1 x 1 - 3 Bamboo Leaves",28,"Plants and Animals",FALSE,2,"Green","#237841",FALSE,"#FFFFFF"
"40052-1","Springtime Scene",2013,88,206,"Seasonal",NA,NA,8357,NA,1,1,"33291","Plant, Plate Round 1 x 1 with Flower Edge [4 Petals]",28,"Plants and Animals",TRUE,5,"Dark Pink","#C870A0",FALSE,"#FFFFFF"
"40052-1","Springtime Scene",2013,88,206,"Seasonal",NA,NA,8357,NA,3,3,"33291","Plant, Plate Round 1 x 1 with Flower Edge [4 Petals]",28,"Plants and Animals",FALSE,191,"Bright Light Orange","#F8BB3D",FALSE,"#FFFFFF"
"40052-1","Springtime Scene",2013,88,206,"Seasonal",NA,NA,8357,NA,1,1,"33291","Plant, Plate Round 1 x 1 with Flower Edge [4 Petals]",28,"Plants and Animals",TRUE,191,"Bright Light Orange","#F8BB3D",FALSE,"#FFFFFF"
"40052-1","Springtime Scene",2013,88,206,"Seasonal",NA,NA,8357,NA,15,15,"33291","Plant, Plate Round 1 x 1 with Flower Edge [4 Petals]",28,"Plants and Animals",FALSE,5,"Dark Pink","#C870A0",FALSE,"#FFFFFF"
"40052-1","Springtime Scene",2013,88,206,"Seasonal",NA,NA,8357,NA,1,1,"33320","Frog",28,"Plants and Animals",FALSE,2,"Green","#237841",FALSE,"#FFFFFF"
"40052-1","Springtime Scene",2013,88,206,"Seasonal",NA,NA,8357,NA,2,2,"3741","Plant, Flower Stem",28,"Plants and Animals",FALSE,2,"Green","#237841",FALSE,"#FFFFFF"
"40052-1","Springtime Scene",2013,88,206,"Seasonal",NA,NA,8357,NA,1,1,"3741","Plant, Flower Stem",28,"Plants and Animals",TRUE,2,"Green","#237841",FALSE,"#FFFFFF"
"40052-1","Springtime Scene",2013,88,206,"Seasonal",NA,NA,8357,NA,1,1,"6255","Plant, 1 x 1 x 2/3 - 3 Large Leaves",28,"Plants and Animals",FALSE,2,"Green","#237841",FALSE,"#FFFFFF"
"40053-1","Easter Bunny with Basket",2013,96,229,"Seasonal","Easter",NA,12237,NA,1,1,"98262","Plant, Flower 2 x 2 - Round [Solid Stud]",28,"Plants and Animals",FALSE,15,"White","#FFFFFF",FALSE,"#000000"
"40054-1","Summer Scene",2013,40,206,"Seasonal",NA,NA,12368,NA,1,1,"33121","Crab",28,"Plants and Animals",FALSE,191,"Bright Light Orange","#F8BB3D",FALSE,"#FFFFFF"
"40056-1","Thanksgiving Feast",2013,46,231,"Seasonal","Thanksgiving",NA,2909,NA,1,1,"33172","Plant, Carrot",28,"Plants and Animals",FALSE,25,"Orange","#FE8A18",FALSE,"#FFFFFF"
"40056-1","Thanksgiving Feast",2013,46,231,"Seasonal","Thanksgiving",NA,2909,NA,1,1,"33183","Plant, Carrot Top",28,"Plants and Animals",TRUE,10,"Bright Green","#4B9F4A",FALSE,"#FFFFFF"
"40056-1","Thanksgiving Feast",2013,46,231,"Seasonal","Thanksgiving",NA,2909,NA,1,1,"33183","Plant, Carrot Top",28,"Plants and Animals",FALSE,10,"Bright Green","#4B9F4A",FALSE,"#FFFFFF"
"40056-1","Thanksgiving Feast",2013,46,231,"Seasonal","Thanksgiving",NA,2909,NA,1,1,"6251","Kitten Crouching",28,"Plants and Animals",FALSE,15,"White","#FFFFFF",FALSE,"#000000"
"40056-1","Thanksgiving Feast",2013,46,231,"Seasonal","Thanksgiving",NA,2909,NA,1,1,"6251","Kitten Crouching",28,"Plants and Animals",FALSE,308,"Dark Brown","#352100",FALSE,"#FFFFFF"
"40066-1","Monthly Mini Model Build June 2013 - Fisherman",2013,38,409,"LEGO Brand Store","Monthly Mini Model Build",NA,3178,NA,1,1,"64648","Fish [Anti-Stud Mouth]",28,"Plants and Animals",FALSE,25,"Orange","#FE8A18",FALSE,"#FFFFFF"
"40068-1","Monthly Mini Model Build August 2013 - Flamingo",2013,31,409,"LEGO Brand Store","Monthly Mini Model Build",NA,9317,NA,1,1,"53451","Barb Small Flexible [Claw, Horn]",28,"Plants and Animals",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF"
"40073-1","Panda",2013,70,31,"Creator","Basic Model","Creature",7437,NA,4,4,"30176","Plant, Round 1 x 1 - 3 Bamboo Leaves",28,"Plants and Animals",FALSE,2,"Green","#237841",FALSE,"#FFFFFF"
"40076-1","Zombie Car",2012,60,558,"Monster Fighters",NA,NA,8167,NA,1,1,"30238","Spider",28,"Plants and Animals",FALSE,1000,"Glow in Dark White","#D9D9D9",FALSE,"#000000"
"40076-1","Zombie Car",2012,60,558,"Monster Fighters",NA,NA,8167,NA,1,1,"53451","Barb Small Flexible [Claw, Horn]",28,"Plants and Animals",TRUE,15,"White","#FFFFFF",FALSE,"#000000"
"40076-1","Zombie Car",2012,60,558,"Monster Fighters",NA,NA,8167,NA,2,2,"53451","Barb Small Flexible [Claw, Horn]",28,"Plants and Animals",FALSE,15,"White","#FFFFFF",FALSE,"#000000"
"40077-1","Geoffrey",2013,90,22,"Creator",NA,NA,1672,NA,3,3,"30176","Plant, Round 1 x 1 - 3 Bamboo Leaves",28,"Plants and Animals",FALSE,2,"Green","#237841",FALSE,"#FFFFFF"
"40080-1","Friends Pencil Holder",2013,142,501,"Gear",NA,NA,236,NA,1,1,"33291","Plant, Plate Round 1 x 1 with Flower Edge [4 Petals]",28,"Plants and Animals",FALSE,10,"Bright Green","#4B9F4A",FALSE,"#FFFFFF"
"40080-1","Friends Pencil Holder",2013,142,501,"Gear",NA,NA,236,NA,1,1,"33291","Plant, Plate Round 1 x 1 with Flower Edge [4 Petals]",28,"Plants and Animals",TRUE,10,"Bright Green","#4B9F4A",FALSE,"#FFFFFF"
"40080-1","Friends Pencil Holder",2013,142,501,"Gear",NA,NA,236,NA,1,1,"33291","Plant, Plate Round 1 x 1 with Flower Edge [4 Petals]",28,"Plants and Animals",TRUE,191,"Bright Light Orange","#F8BB3D",FALSE,"#FFFFFF"
"40080-1","Friends Pencil Holder",2013,142,501,"Gear",NA,NA,236,NA,1,1,"33291","Plant, Plate Round 1 x 1 with Flower Edge [4 Petals]",28,"Plants and Animals",TRUE,5,"Dark Pink","#C870A0",FALSE,"#FFFFFF"
"40080-1","Friends Pencil Holder",2013,142,501,"Gear",NA,NA,236,NA,3,3,"33291","Plant, Plate Round 1 x 1 with Flower Edge [4 Petals]",28,"Plants and Animals",FALSE,191,"Bright Light Orange","#F8BB3D",FALSE,"#FFFFFF"
"40080-1","Friends Pencil Holder",2013,142,501,"Gear",NA,NA,236,NA,3,3,"33291","Plant, Plate Round 1 x 1 with Flower Edge [4 Petals]",28,"Plants and Animals",FALSE,5,"Dark Pink","#C870A0",FALSE,"#FFFFFF"
"40080-1","Friends Pencil Holder",2013,142,501,"Gear",NA,NA,236,NA,1,1,"3741","Plant, Flower Stem",28,"Plants and Animals",TRUE,2,"Green","#237841",FALSE,"#FFFFFF"
"40080-1","Friends Pencil Holder",2013,142,501,"Gear",NA,NA,236,NA,1,1,"3741","Plant, Flower Stem",28,"Plants and Animals",FALSE,2,"Green","#237841",FALSE,"#FFFFFF"
"40080-1","Friends Pencil Holder",2013,142,501,"Gear",NA,NA,236,NA,1,1,"3742","Plant, Flower - Small",28,"Plants and Animals",TRUE,15,"White","#FFFFFF",FALSE,"#000000"
"40080-1","Friends Pencil Holder",2013,142,501,"Gear",NA,NA,236,NA,3,3,"3742","Plant, Flower - Small",28,"Plants and Animals",FALSE,15,"White","#FFFFFF",FALSE,"#000000"
"40080-1","Friends Pencil Holder",2013,142,501,"Gear",NA,NA,236,NA,3,3,"3742","Plant, Flower - Small",28,"Plants and Animals",FALSE,5,"Dark Pink","#C870A0",FALSE,"#FFFFFF"
"40080-1","Friends Pencil Holder",2013,142,501,"Gear",NA,NA,236,NA,1,1,"3742","Plant, Flower - Small",28,"Plants and Animals",TRUE,5,"Dark Pink","#C870A0",FALSE,"#FFFFFF"
"40080-1","Friends Pencil Holder",2013,142,501,"Gear",NA,NA,236,NA,1,1,"6255","Plant, 1 x 1 x 2/3 - 3 Large Leaves",28,"Plants and Animals",FALSE,2,"Green","#237841",FALSE,"#FFFFFF"
"40080-1","Friends Pencil Holder",2013,142,501,"Gear",NA,NA,236,NA,1,1,"98387pr0001","Rabbit / Bunny Sitting with Blue Eyes and Pink Nose and Mouth Print",28,"Plants and Animals",FALSE,15,"White","#FFFFFF",FALSE,"#000000"
"40080-1","Friends Pencil Holder",2013,142,501,"Gear",NA,NA,236,NA,1,1,"98389pr0001","Hedgehog with Reddish Brown Spines Print",28,"Plants and Animals",FALSE,19,"Tan","#E4CD9E",FALSE,"#000000"
"40082-1","Christmas Tree Stand",2013,115,228,"Seasonal","Christmas","Creator",375,NA,3,3,"2435","Plant, Pine Tree - Small 2 x 2 x 4",28,"Plants and Animals",FALSE,2,"Green","#237841",FALSE,"#FFFFFF"
"40082-1","Christmas Tree Stand",2013,115,228,"Seasonal","Christmas","Creator",375,NA,6,6,"33291","Plant, Plate Round 1 x 1 with Flower Edge [4 Petals]",28,"Plants and Animals",FALSE,10,"Bright Green","#4B9F4A",FALSE,"#FFFFFF"
"40082-1","Christmas Tree Stand",2013,115,228,"Seasonal","Christmas","Creator",375,NA,1,1,"33291","Plant, Plate Round 1 x 1 with Flower Edge [4 Petals]",28,"Plants and Animals",TRUE,10,"Bright Green","#4B9F4A",FALSE,"#FFFFFF"
"40083-1","Christmas Tree Truck",2013,118,228,"Seasonal","Christmas","Creator",10935,NA,1,1,"2435","Plant, Pine Tree - Small 2 x 2 x 4",28,"Plants and Animals",FALSE,2,"Green","#237841",FALSE,"#FFFFFF"
"40083-1","Christmas Tree Truck",2013,118,228,"Seasonal","Christmas","Creator",10935,NA,1,1,"33291","Plant, Plate Round 1 x 1 with Flower Edge [4 Petals]",28,"Plants and Animals",TRUE,10,"Bright Green","#4B9F4A",FALSE,"#FFFFFF"
"40083-1","Christmas Tree Truck",2013,118,228,"Seasonal","Christmas","Creator",10935,NA,2,2,"33291","Plant, Plate Round 1 x 1 with Flower Edge [4 Petals]",28,"Plants and Animals",FALSE,10,"Bright Green","#4B9F4A",FALSE,"#FFFFFF"
"40086-1","LEGO Easter Bunny",2014,106,229,"Seasonal","Easter",NA,1016,NA,1,1,"33183","Plant, Carrot Top",28,"Plants and Animals",FALSE,10,"Bright Green","#4B9F4A",FALSE,"#FFFFFF"
"40086-1","LEGO Easter Bunny",2014,106,229,"Seasonal","Easter",NA,1016,NA,1,1,"33183","Plant, Carrot Top",28,"Plants and Animals",TRUE,10,"Bright Green","#4B9F4A",FALSE,"#FFFFFF"
"40090-1","Halloween Bat",2014,156,230,"Seasonal","Halloween",NA,15824,NA,1,1,"33291","Plant, Plate Round 1 x 1 with Flower Edge [4 Petals]",28,"Plants and Animals",FALSE,10,"Bright Green","#4B9F4A",FALSE,"#FFFFFF"
"40090-1","Halloween Bat",2014,156,230,"Seasonal","Halloween",NA,15824,NA,1,1,"33291","Plant, Plate Round 1 x 1 with Flower Edge [4 Petals]",28,"Plants and Animals",TRUE,10,"Bright Green","#4B9F4A",FALSE,"#FFFFFF"
"40093-1","Snowman",2014,140,227,"Seasonal","Christmas",NA,3741,NA,1,1,"53451","Barb Small Flexible [Claw, Horn]",28,"Plants and Animals",TRUE,0,"Black","#05131D",FALSE,"#FFFFFF"
"40093-1","Snowman",2014,140,227,"Seasonal","Christmas",NA,3741,NA,1,1,"53451","Barb Small Flexible [Claw, Horn]",28,"Plants and Animals",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF"
"40096-1","Monthly Mini Model Build March 2014 - Spring Tree",2014,62,409,"LEGO Brand Store","Monthly Mini Model Build",NA,8309,NA,2,2,"2417","Plant, Leaves 6 x 5",28,"Plants and Animals",FALSE,10,"Bright Green","#4B9F4A",FALSE,"#FFFFFF"
"40096-1","Monthly Mini Model Build March 2014 - Spring Tree",2014,62,409,"LEGO Brand Store","Monthly Mini Model Build",NA,8309,NA,2,2,"2423","Plant, Leaves 4 x 3",28,"Plants and Animals",FALSE,2,"Green","#237841",FALSE,"#FFFFFF"
"40-1","Universal Building Set",1976,293,469,"Universal Building Set","Basic Set",NA,3587,NA,1,1,"3471","Plant, Pine Tree - Large 4 x 4 x 6 2/3",28,"Plants and Animals",FALSE,2,"Green","#237841",FALSE,"#FFFFFF"
"40101-1","Monthly Mini Model Build August 2014 - Monkey",2014,46,409,"LEGO Brand Store","Monthly Mini Model Build",NA,4231,NA,1,1,"33085","Plant, Banana",28,"Plants and Animals",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000"
"40102-1","Monthly Mini Model Build September 2014 - Aircraft",2014,37,409,"LEGO Brand Store","Monthly Mini Model Build",NA,13245,NA,1,1,"30176","Plant, Round 1 x 1 - 3 Bamboo Leaves",28,"Plants and Animals",FALSE,2,"Green","#237841",FALSE,"#FFFFFF"
"40102-1","Monthly Mini Model Build September 2014 - Aircraft",2014,37,409,"LEGO Brand Store","Monthly Mini Model Build",NA,13245,NA,1,1,"33291","Plant, Plate Round 1 x 1 with Flower Edge [4 Petals]",28,"Plants and Animals",FALSE,191,"Bright Light Orange","#F8BB3D",FALSE,"#FFFFFF"
"40107-1","Ice Skating",2014,129,228,"Seasonal","Christmas","Creator",30,NA,1,1,"2423","Plant, Leaves 4 x 3",28,"Plants and Animals",FALSE,2,"Green","#237841",FALSE,"#FFFFFF"
"40107-1","Ice Skating",2014,129,228,"Seasonal","Christmas","Creator",30,NA,4,4,"33291","Plant, Plate Round 1 x 1 with Flower Edge [4 Petals]",28,"Plants and Animals",FALSE,10,"Bright Green","#4B9F4A",FALSE,"#FFFFFF"
"40107-1","Ice Skating",2014,129,228,"Seasonal","Christmas","Creator",30,NA,1,1,"33291","Plant, Plate Round 1 x 1 with Flower Edge [4 Petals]",28,"Plants and Animals",TRUE,10,"Bright Green","#4B9F4A",FALSE,"#FFFFFF"
"40110-1","Coin Bank",2014,122,61,"Town","City","Police",13346,NA,1,1,"30238","Spider",28,"Plants and Animals",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF"
"40110-1","Coin Bank",2014,122,61,"Town","City","Police",13346,NA,1,1,"40234","Rat",28,"Plants and Animals",FALSE,71,"Light Bluish Gray","#A0A5A9",FALSE,"#FFFFFF"
"40110-1","Coin Bank",2014,122,61,"Town","City","Police",13346,NA,1,1,"90981","Spider Web, Hanging",28,"Plants and Animals",FALSE,15,"White","#FFFFFF",FALSE,"#000000"
"4011-1","Cabin Cruiser",1991,90,363,"Boat",NA,NA,3116,NA,1,1,"2547","Shark Body",28,"Plants and Animals",FALSE,8,"Dark Gray","#6D6E5C",FALSE,"#FFFFFF"
"4011-1","Cabin Cruiser",1991,90,363,"Boat",NA,NA,3116,NA,1,1,"2548","Shark Head",28,"Plants and Animals",FALSE,8,"Dark Gray","#6D6E5C",FALSE,"#FFFFFF"
"40114-1","LEGO Friends Buildable Jewelry Box",2014,201,494,"Friends",NA,NA,2467,NA,1,1,"33291","Plant, Plate Round 1 x 1 with Flower Edge [4 Petals]",28,"Plants and Animals",TRUE,191,"Bright Light Orange","#F8BB3D",FALSE,"#FFFFFF"
"40114-1","LEGO Friends Buildable Jewelry Box",2014,201,494,"Friends",NA,NA,2467,NA,1,1,"33291","Plant, Plate Round 1 x 1 with Flower Edge [4 Petals]",28,"Plants and Animals",TRUE,5,"Dark Pink","#C870A0",FALSE,"#FFFFFF"
"40114-1","LEGO Friends Buildable Jewelry Box",2014,201,494,"Friends",NA,NA,2467,NA,2,2,"33291","Plant, Plate Round 1 x 1 with Flower Edge [4 Petals]",28,"Plants and Animals",FALSE,5,"Dark Pink","#C870A0",FALSE,"#FFFFFF"
"40114-1","LEGO Friends Buildable Jewelry Box",2014,201,494,"Friends",NA,NA,2467,NA,5,5,"33291","Plant, Plate Round 1 x 1 with Flower Edge [4 Petals]",28,"Plants and Animals",FALSE,191,"Bright Light Orange","#F8BB3D",FALSE,"#FFFFFF"
"40115-1","LEGOLAND Entrance with Family",2014,271,425,"Legoland Parks",NA,NA,8047,NA,3,3,"33291","Plant, Plate Round 1 x 1 with Flower Edge [4 Petals]",28,"Plants and Animals",FALSE,5,"Dark Pink","#C870A0",FALSE,"#FFFFFF"
"40115-1","LEGOLAND Entrance with Family",2014,271,425,"Legoland Parks",NA,NA,8047,NA,3,3,"33291","Plant, Plate Round 1 x 1 with Flower Edge [4 Petals]",28,"Plants and Animals",FALSE,191,"Bright Light Orange","#F8BB3D",FALSE,"#FFFFFF"
"40115-1","LEGOLAND Entrance with Family",2014,271,425,"Legoland Parks",NA,NA,8047,NA,1,1,"3741","Plant, Flower Stem",28,"Plants and Animals",FALSE,2,"Green","#237841",FALSE,"#FFFFFF"
"40115-1","LEGOLAND Entrance with Family",2014,271,425,"Legoland Parks",NA,NA,8047,NA,4,4,"3742","Plant, Flower - Small",28,"Plants and Animals",FALSE,5,"Dark Pink","#C870A0",FALSE,"#FFFFFF"
"40117-1","Hero Factory Villain Promo",2014,28,403,"Hero Factory","Villains",NA,4117,NA,5,5,"87747","Barb Medium Flexible [Claw, Horn]",28,"Plants and Animals",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF"
"40120-1","Valentine's Day Dinner",2015,114,232,"Seasonal","Valentine",NA,5005,NA,1,1,"33291","Plant, Plate Round 1 x 1 with Flower Edge [4 Petals]",28,"Plants and Animals",TRUE,26,"Magenta","#923978",FALSE,"#FFFFFF"
