"set.id","set.name","year","set.num.parts","theme.id","theme.name","sub.theme.name","sub.sub.theme.name","inventory.id","inv.num.sets","inv.num.parts","total.parts","part.id","part.name","part.category.id","part.category.name","part.is.spare","color.id","color.name","color.hex","color.is.trans","text.color.hex","num.parts","style"
"41015-1","Dolphin Cruiser",2013,631,494,"Friends",NA,NA,4502,NA,1,1,"92257","Minidoll Hair Long with Ponytail and Side Bangs [1 Hole]",65,"Minifig Headwear",FALSE,320,"Dark Red","#720E0F",FALSE,"#FFFFFF",1,"Ponytail"
"41034-1","Summer Caravan",2014,313,494,"Friends",NA,NA,4584,NA,1,1,"11605","Minidoll Hair Long with French Braided Ponytail",65,"Minifig Headwear",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF",1,"Ponytail"
"41036-1","Jungle Bridge Rescue",2014,365,495,"Friends","Jungle Rescue",NA,14423,NA,1,1,"92257","Minidoll Hair Long with Ponytail and Side Bangs [1 Hole]",65,"Minifig Headwear",FALSE,320,"Dark Red","#720E0F",FALSE,"#FFFFFF",1,"Ponytail"
"41037-1","Stephanie's Beach House",2014,388,494,"Friends",NA,NA,14205,NA,1,1,"15284pr0001","Minidoll Hair Long with Ponytail, Side Bangs and Dark Pink Sun Visor [1 Hole]",65,"Minifig Headwear",FALSE,226,"Bright Light Yellow","#FFF03A",FALSE,"#000000",1,"Ponytail"
"41038-1","Jungle Rescue Base",2014,499,495,"Friends","Jungle Rescue",NA,7758,NA,1,1,"15284pr0001","Minidoll Hair Long with Ponytail, Side Bangs and Dark Pink Sun Visor [1 Hole]",65,"Minifig Headwear",FALSE,226,"Bright Light Yellow","#FFF03A",FALSE,"#000000",1,"Ponytail"
"41038-1","Jungle Rescue Base",2014,499,495,"Friends","Jungle Rescue",NA,21649,NA,1,1,"15284pr0001","Minidoll Hair Long with Ponytail, Side Bangs and Dark Pink Sun Visor [1 Hole]",65,"Minifig Headwear",FALSE,226,"Bright Light Yellow","#FFF03A",FALSE,"#000000",1,"Ponytail"
"41039-1","Sunshine Ranch",2014,754,494,"Friends",NA,NA,11645,NA,1,1,"92254pr0001","Minidoll Hair Long with Ponytail and Black Riding Helmet Print",65,"Minifig Headwear",FALSE,320,"Dark Red","#720E0F",FALSE,"#FFFFFF",1,"Ponytail"
"41039-1","Sunshine Ranch",2014,754,494,"Friends",NA,NA,11645,NA,1,1,"92254pr0001","Minidoll Hair Long with Ponytail and Black Riding Helmet Print",65,"Minifig Headwear",FALSE,226,"Bright Light Yellow","#FFF03A",FALSE,"#000000",1,"Ponytail"
"41039-1","Sunshine Ranch",2014,754,494,"Friends",NA,NA,11645,NA,1,1,"92257","Minidoll Hair Long with Ponytail and Side Bangs [1 Hole]",65,"Minifig Headwear",FALSE,320,"Dark Red","#720E0F",FALSE,"#FFFFFF",1,"Ponytail"
"41054-1","Rapunzel’s Creativity Tower",2014,296,579,"Disney Princess",NA,NA,2354,NA,1,1,"15675","Minidoll Hair Long with French Braided Ponytail [3 Holes]",65,"Minifig Headwear",FALSE,226,"Bright Light Yellow","#FFF03A",FALSE,"#000000",1,"Ponytail"
"41057-1","Heartlake Horse Show",2014,373,494,"Friends",NA,NA,3219,NA,1,1,"92254pr0001","Minidoll Hair Long with Ponytail and Black Riding Helmet Print",65,"Minifig Headwear",FALSE,226,"Bright Light Yellow","#FFF03A",FALSE,"#000000",1,"Ponytail"
"41058-1","Heartlake Shopping Mall",2014,1168,494,"Friends",NA,NA,5018,NA,1,1,"15284pr0001","Minidoll Hair Long with Ponytail, Side Bangs and Dark Pink Sun Visor [1 Hole]",65,"Minifig Headwear",FALSE,226,"Bright Light Yellow","#FFF03A",FALSE,"#000000",1,"Ponytail"
"41059-1","Jungle Tree Sanctuary",2014,319,495,"Friends","Jungle Rescue",NA,8203,NA,1,1,"92257","Minidoll Hair Long with Ponytail and Side Bangs [1 Hole]",65,"Minifig Headwear",FALSE,320,"Dark Red","#720E0F",FALSE,"#FFFFFF",1,"Ponytail"
"41061-1","Jasmine's Exotic Palace",2015,142,579,"Disney Princess",NA,NA,2234,NA,1,1,"19196pr0001","Minidoll Hair Long with Hole on Top - Ponytail Braided with 2 Bands with Medium Azure Tiara and Gold Earrings Print",65,"Minifig Headwear",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF",1,"Ponytail"
"41062-1","Elsa's Sparkling Ice Castle",2015,292,579,"Disney Princess",NA,NA,10923,NA,1,1,"18844","Minidoll Hair Long with Ponytail French Braided with 2 Holes",65,"Minifig Headwear",FALSE,226,"Bright Light Yellow","#FFF03A",FALSE,"#000000",1,"Ponytail"
"41065-1","Rapunzel's Best Day Ever",2016,144,579,"Disney Princess",NA,NA,173,NA,1,1,"15675","Minidoll Hair Long with French Braided Ponytail [3 Holes]",65,"Minifig Headwear",FALSE,226,"Bright Light Yellow","#FFF03A",FALSE,"#000000",1,"Ponytail"
"41067-1","Belle's Enchanted Castle",2016,373,579,"Disney Princess",NA,NA,1842,NA,1,1,"95226","Minifig Hair Swept Back with Short Ponytail",65,"Minifig Headwear",FALSE,484,"Dark Orange","#A95500",FALSE,"#FFFFFF",1,"Ponytail"
"41068-1","Arendelle Castle Celebration",2016,475,579,"Disney Princess",NA,NA,12917,NA,1,1,"18844","Minidoll Hair Long with Ponytail French Braided with 2 Holes",65,"Minifig Headwear",FALSE,226,"Bright Light Yellow","#FFF03A",FALSE,"#000000",1,"Ponytail"
"41075-1","The Elves’ Treetop Hideaway",2015,516,600,"Elves",NA,NA,7729,NA,1,1,"11605","Minidoll Hair Long with French Braided Ponytail",65,"Minifig Headwear",FALSE,70,"Reddish Brown","#582A12",FALSE,"#FFFFFF",1,"Ponytail"
"41075-1","The Elves’ Treetop Hideaway",2015,516,600,"Elves",NA,NA,22770,NA,1,1,"11605","Minidoll Hair Long with French Braided Ponytail",65,"Minifig Headwear",FALSE,70,"Reddish Brown","#582A12",FALSE,"#FFFFFF",1,"Ponytail"
"41078-1","Skyra’s Mysterious Sky Castle",2015,813,600,"Elves",NA,NA,12383,NA,1,1,"11605","Minidoll Hair Long with French Braided Ponytail",65,"Minifig Headwear",FALSE,70,"Reddish Brown","#582A12",FALSE,"#FFFFFF",1,"Ponytail"
"41085-1","Vet Clinic",2015,200,494,"Friends",NA,NA,10146,NA,1,1,"92257","Minidoll Hair Long with Ponytail and Side Bangs [1 Hole]",65,"Minifig Headwear",FALSE,320,"Dark Red","#720E0F",FALSE,"#FFFFFF",1,"Ponytail"
"41093-1","Heartlake Hair Salon",2015,334,494,"Friends",NA,NA,4322,NA,1,1,"15427pr0002","Minifig Hair Ponytail Off-center with Magenta Stripe Print",65,"Minifig Headwear",FALSE,226,"Bright Light Yellow","#FFF03A",FALSE,"#000000",1,"Ponytail"
"41099-1","Heartlake Skate Park",2015,199,494,"Friends",NA,NA,14734,NA,1,1,"92254pr0003","Minidoll Hair Long with Ponytail and Magenta Riding Helmet Print",65,"Minifig Headwear",FALSE,320,"Dark Red","#720E0F",FALSE,"#FFFFFF",1,"Ponytail"
"41106-1","Pop Star Tour Bus",2015,680,494,"Friends",NA,NA,11144,NA,1,1,"92257","Minidoll Hair Long with Ponytail and Side Bangs [1 Hole]",65,"Minifig Headwear",FALSE,320,"Dark Red","#720E0F",FALSE,"#FFFFFF",1,"Ponytail"
"41108-1","Heartlake Food Market",2015,391,494,"Friends",NA,NA,12354,NA,1,1,"92257","Minidoll Hair Long with Ponytail and Side Bangs [1 Hole]",65,"Minifig Headwear",FALSE,320,"Dark Red","#720E0F",FALSE,"#FFFFFF",1,"Ponytail"
"41118-1","Heartlake Supermarket",2016,316,494,"Friends",NA,NA,8259,NA,1,1,"92257","Minidoll Hair Long with Ponytail and Side Bangs [1 Hole]",65,"Minifig Headwear",FALSE,320,"Dark Red","#720E0F",FALSE,"#FFFFFF",1,"Ponytail"
"41120-1","Adventure Camp Archery",2016,114,494,"Friends",NA,NA,11242,NA,1,1,"92257","Minidoll Hair Long with Ponytail and Side Bangs [1 Hole]",65,"Minifig Headwear",FALSE,320,"Dark Red","#720E0F",FALSE,"#FFFFFF",1,"Ponytail"
"41122-1","Adventure Camp Tree House",2016,726,494,"Friends",NA,NA,8435,NA,1,1,"15675","Minidoll Hair Long with French Braided Ponytail [3 Holes]",65,"Minifig Headwear",FALSE,320,"Dark Red","#720E0F",FALSE,"#FFFFFF",1,"Ponytail"
"41124-1","Heartlake Puppy Daycare",2016,286,494,"Friends",NA,NA,6668,NA,1,1,"92257","Minidoll Hair Long with Ponytail and Side Bangs [1 Hole]",65,"Minifig Headwear",FALSE,320,"Dark Red","#720E0F",FALSE,"#FFFFFF",1,"Ponytail"
"41125-1","Horse Vet Trailer",2016,379,494,"Friends",NA,NA,1875,NA,1,1,"92254pr0001","Minidoll Hair Long with Ponytail and Black Riding Helmet Print",65,"Minifig Headwear",FALSE,70,"Reddish Brown","#582A12",FALSE,"#FFFFFF",1,"Ponytail"
"41126-1","Heartlake Riding Club",2016,588,494,"Friends",NA,NA,14778,NA,1,1,"92254pr0001","Minidoll Hair Long with Ponytail and Black Riding Helmet Print",65,"Minifig Headwear",FALSE,226,"Bright Light Yellow","#FFF03A",FALSE,"#000000",1,"Ponytail"
"41126-1","Heartlake Riding Club",2016,588,494,"Friends",NA,NA,14778,NA,1,1,"92254pr0001","Minidoll Hair Long with Ponytail and Black Riding Helmet Print",65,"Minifig Headwear",FALSE,320,"Dark Red","#720E0F",FALSE,"#FFFFFF",1,"Ponytail"
"41126-1","Heartlake Riding Club",2016,588,494,"Friends",NA,NA,14778,NA,1,1,"92257","Minidoll Hair Long with Ponytail and Side Bangs [1 Hole]",65,"Minifig Headwear",FALSE,320,"Dark Red","#720E0F",FALSE,"#FFFFFF",1,"Ponytail"
"41127-1","Amusement Park Arcade",2016,174,494,"Friends",NA,NA,3994,NA,1,1,"92257","Minidoll Hair Long with Ponytail and Side Bangs [1 Hole]",65,"Minifig Headwear",FALSE,320,"Dark Red","#720E0F",FALSE,"#FFFFFF",1,"Ponytail"
"41129-1","Amusement Park Hot Dog Van",2016,243,494,"Friends",NA,NA,12698,NA,1,1,"15284pr0001","Minidoll Hair Long with Ponytail, Side Bangs and Dark Pink Sun Visor [1 Hole]",65,"Minifig Headwear",FALSE,226,"Bright Light Yellow","#FFF03A",FALSE,"#000000",1,"Ponytail"
"41131-1","Advent Calendar 2016 Friends",2016,234,216,"Seasonal","Advent","Friends",4908,NA,1,1,"92257","Minidoll Hair Long with Ponytail and Side Bangs [1 Hole]",65,"Minifig Headwear",FALSE,308,"Dark Brown","#352100",FALSE,"#FFFFFF",1,"Ponytail"
"41148-1","Elsa's Magical Ice Palace",2017,700,579,"Disney Princess",NA,NA,16741,NA,1,1,"18844","Minidoll Hair Long with Ponytail French Braided with 2 Holes",65,"Minifig Headwear",FALSE,226,"Bright Light Yellow","#FFF03A",FALSE,"#000000",1,"Ponytail"
"41155-1","Elsa's Market Adventure",2018,125,579,"Disney Princess",NA,NA,21223,NA,1,1,"18844","Minidoll Hair Long with Ponytail French Braided with 2 Holes",65,"Minifig Headwear",FALSE,226,"Bright Light Yellow","#FFF03A",FALSE,"#000000",1,"Ponytail"
"41156-1","Rapunzel's Castle Bedroom",2018,155,579,"Disney Princess",NA,NA,24643,NA,1,1,"15675","Minidoll Hair Long with French Braided Ponytail [3 Holes]",65,"Minifig Headwear",FALSE,226,"Bright Light Yellow","#FFF03A",FALSE,"#000000",1,"Ponytail"
"41157-1","Rapunzel's Travelling Caravan",2018,322,579,"Disney Princess",NA,NA,24644,NA,1,1,"15675","Minidoll Hair Long with French Braided Ponytail [3 Holes]",65,"Minifig Headwear",FALSE,226,"Bright Light Yellow","#FFF03A",FALSE,"#000000",1,"Ponytail"
"41158-1","Jasmine's Petite Tower",2019,49,608,"Disney",NA,NA,30258,NA,1,1,"19196pr0001","Minidoll Hair Long with Hole on Top - Ponytail Braided with 2 Bands with Medium Azure Tiara and Gold Earrings Print",65,"Minifig Headwear",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF",1,"Ponytail"
"41161-1","Aladdin's and Jasmine's Palace Adventures",2019,192,608,"Disney",NA,NA,30261,NA,1,1,"19196pr0001","Minidoll Hair Long with Hole on Top - Ponytail Braided with 2 Bands with Medium Azure Tiara and Gold Earrings Print",65,"Minifig Headwear",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF",1,"Ponytail"
"41163-1","Rapunzel's Small Tower",2019,43,608,"Disney",NA,NA,30263,NA,1,1,"15675","Minidoll Hair Long with French Braided Ponytail [3 Holes]",65,"Minifig Headwear",FALSE,226,"Bright Light Yellow","#FFF03A",FALSE,"#000000",1,"Ponytail"
"41171-1","Emily Jones & the Baby Wind Dragon",2016,80,600,"Elves",NA,NA,2607,NA,1,1,"11605","Minidoll Hair Long with French Braided Ponytail",65,"Minifig Headwear",FALSE,70,"Reddish Brown","#582A12",FALSE,"#FFFFFF",1,"Ponytail"
"41175-1","Fire Dragon's Lava Cave",2016,441,600,"Elves",NA,NA,2972,NA,1,1,"11605","Minidoll Hair Long with French Braided Ponytail",65,"Minifig Headwear",FALSE,70,"Reddish Brown","#582A12",FALSE,"#FFFFFF",1,"Ponytail"
"41179-1","Queen Dragon's Rescue",2016,832,600,"Elves",NA,NA,6774,NA,1,1,"11605","Minidoll Hair Long with French Braided Ponytail",65,"Minifig Headwear",FALSE,70,"Reddish Brown","#582A12",FALSE,"#FFFFFF",1,"Ponytail"
"41182-1","The Capture of Sophie Jones",2017,226,600,"Elves",NA,NA,17277,NA,1,1,"15427","Minifig Hair Ponytail Off-center [Plain]",65,"Minifig Headwear",FALSE,70,"Reddish Brown","#582A12",FALSE,"#FFFFFF",1,"Ponytail"
"41184-1","Aira's Airship & the Amulet Chase",2017,343,600,"Elves",NA,NA,16550,NA,1,1,"11605","Minidoll Hair Long with French Braided Ponytail",65,"Minifig Headwear",FALSE,70,"Reddish Brown","#582A12",FALSE,"#FFFFFF",1,"Ponytail"
"41188-1","Breakout from the Goblin King's Fortress",2017,693,600,"Elves",NA,NA,19586,NA,1,1,"11605","Minidoll Hair Long with French Braided Ponytail",65,"Minifig Headwear",FALSE,70,"Reddish Brown","#582A12",FALSE,"#FFFFFF",1,"Ponytail"
"41188-1","Breakout from the Goblin King's Fortress",2017,693,600,"Elves",NA,NA,19586,NA,1,1,"15427","Minifig Hair Ponytail Off-center [Plain]",65,"Minifig Headwear",FALSE,70,"Reddish Brown","#582A12",FALSE,"#FFFFFF",1,"Ponytail"
"41190-1","Emily Jones & the Eagle Getaway",2018,148,600,"Elves",NA,NA,21572,NA,1,1,"11605","Minidoll Hair Long with French Braided Ponytail",65,"Minifig Headwear",FALSE,70,"Reddish Brown","#582A12",FALSE,"#FFFFFF",1,"Ponytail"
"41195-1","Emily & Noctura's Showdown",2018,644,600,"Elves",NA,NA,24645,NA,1,1,"11605","Minidoll Hair Long with French Braided Ponytail",65,"Minifig Headwear",FALSE,70,"Reddish Brown","#582A12",FALSE,"#FFFFFF",1,"Ponytail"
"41231-1","Harley Quinn to the rescue",2016,217,617,"DC Super Hero Girls",NA,NA,2217,NA,1,1,"29397","Minidoll Hair Front Bangs Short on Top of Longer Sides and 2 Back Ponytails with Blue Streak on Right and Red Streak on Left",65,"Minifig Headwear",FALSE,19,"Tan","#E4CD9E",FALSE,"#000000",1,"Ponytail"
"41233-1","Lashina Tank",2017,143,617,"DC Super Hero Girls",NA,NA,16810,NA,1,1,"29478","Minifig Hair Long with Shiny Silver Headbands and Half-Ponytail",65,"Minifig Headwear",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF",1,"Ponytail"
"41236-1","Harley Quinn Dorm",2017,176,617,"DC Super Hero Girls",NA,NA,19446,NA,1,1,"29397","Minidoll Hair Front Bangs Short on Top of Longer Sides and 2 Back Ponytails with Blue Streak on Right and Red Streak on Left",65,"Minifig Headwear",FALSE,19,"Tan","#E4CD9E",FALSE,"#000000",1,"Ponytail"
"41300-1","Puppy Championship",2017,200,494,"Friends",NA,NA,11567,NA,1,1,"92257","Minidoll Hair Long with Ponytail and Side Bangs [1 Hole]",65,"Minifig Headwear",FALSE,320,"Dark Red","#720E0F",FALSE,"#FFFFFF",1,"Ponytail"
"41312-1","Heartlake Sports Center",2017,328,494,"Friends",NA,NA,16756,NA,1,1,"92257","Minidoll Hair Long with Ponytail and Side Bangs [1 Hole]",65,"Minifig Headwear",FALSE,320,"Dark Red","#720E0F",FALSE,"#FFFFFF",1,"Ponytail"
"41315-1","Heartlake Surf Shop",2017,186,494,"Friends",NA,NA,18411,NA,1,1,"92257","Minidoll Hair Long with Ponytail and Side Bangs [1 Hole]",65,"Minifig Headwear",FALSE,320,"Dark Red","#720E0F",FALSE,"#FFFFFF",1,"Ponytail"
"41319-1","Snow Resort Hot Chocolate Van",2017,246,494,"Friends",NA,NA,19119,NA,1,1,"92257","Minidoll Hair Long with Ponytail and Side Bangs [1 Hole]",65,"Minifig Headwear",FALSE,320,"Dark Red","#720E0F",FALSE,"#FFFFFF",1,"Ponytail"
"41325-1","Heartlake City Playground",2017,326,494,"Friends",NA,NA,19703,NA,1,1,"92257","Minidoll Hair Long with Ponytail and Side Bangs [1 Hole]",65,"Minifig Headwear",FALSE,320,"Dark Red","#720E0F",FALSE,"#FFFFFF",1,"Ponytail"
"41327-1","Mia's Bedroom",2018,86,494,"Friends",NA,NA,21125,NA,1,1,"92257","Minidoll Hair Long with Ponytail and Side Bangs [1 Hole]",65,"Minifig Headwear",FALSE,320,"Dark Red","#720E0F",FALSE,"#FFFFFF",1,"Ponytail"
"41335-1","Mia's Treehouse",2018,350,494,"Friends",NA,NA,21117,NA,1,1,"92257","Minidoll Hair Long with Ponytail and Side Bangs [1 Hole]",65,"Minifig Headwear",FALSE,320,"Dark Red","#720E0F",FALSE,"#FFFFFF",1,"Ponytail"
"41339-1","Mia's Camper Van",2018,479,494,"Friends",NA,NA,21114,NA,1,1,"92254pr0001","Minidoll Hair Long with Ponytail and Black Riding Helmet Print",65,"Minifig Headwear",FALSE,320,"Dark Red","#720E0F",FALSE,"#FFFFFF",1,"Ponytail"
"41339-1","Mia's Camper Van",2018,479,494,"Friends",NA,NA,21114,NA,1,1,"92257","Minidoll Hair Long with Ponytail and Side Bangs [1 Hole]",65,"Minifig Headwear",FALSE,320,"Dark Red","#720E0F",FALSE,"#FFFFFF",1,"Ponytail"
"41345-1","Heartlake City Pet Center",2018,460,494,"Friends",NA,NA,24357,NA,1,1,"92257","Minidoll Hair Long with Ponytail and Side Bangs [1 Hole]",65,"Minifig Headwear",FALSE,320,"Dark Red","#720E0F",FALSE,"#FFFFFF",1,"Ponytail"
"41358-1","Mia's Heart Box",2019,83,494,"Friends",NA,NA,30180,NA,1,1,"92257","Minidoll Hair Long with Ponytail and Side Bangs [1 Hole]",65,"Minifig Headwear",FALSE,4,"Red","#C91A09",FALSE,"#FFFFFF",1,"Ponytail"
"41361-1","Mia’s Foal Stable",2019,117,494,"Friends",NA,NA,30183,NA,1,1,"92257","Minidoll Hair Long with Ponytail and Side Bangs [1 Hole]",65,"Minifig Headwear",FALSE,4,"Red","#C91A09",FALSE,"#FFFFFF",1,"Ponytail"
"41367-1","Stephanie's Horse Show",2019,351,494,"Friends",NA,NA,30188,NA,1,1,"92254pr0001","Minidoll Hair Long with Ponytail and Black Riding Helmet Print",65,"Minifig Headwear",FALSE,226,"Bright Light Yellow","#FFF03A",FALSE,"#000000",1,"Ponytail"
"41368-1","Andrea's Talent Show",2019,491,494,"Friends",NA,NA,30189,NA,1,1,"15427pr0237","Minifig Hair Ponytail Off-center with Lavender Stripes Print",65,"Minifig Headwear",FALSE,226,"Bright Light Yellow","#FFF03A",FALSE,"#000000",1,"Ponytail"
"41369-1","Mia's House",2019,731,494,"Friends",NA,NA,30175,NA,1,1,"15675","Minidoll Hair Long with French Braided Ponytail [3 Holes]",65,"Minifig Headwear",FALSE,484,"Dark Orange","#A95500",FALSE,"#FFFFFF",1,"Ponytail"
"41369-1","Mia's House",2019,731,494,"Friends",NA,NA,30175,NA,1,1,"92257","Minidoll Hair Long with Ponytail and Side Bangs [1 Hole]",65,"Minifig Headwear",FALSE,4,"Red","#C91A09",FALSE,"#FFFFFF",1,"Ponytail"
"4151-1","Girl's Freestyle Set",1995,274,399,"Freestyle",NA,NA,10026,NA,1,1,"6093","Minifig Hair Ponytail",65,"Minifig Headwear",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF",1,"Ponytail"
"4152-1","Large Freestyle Bucket",1995,409,399,"Freestyle",NA,NA,9429,NA,1,1,"6093","Minifig Hair Ponytail",65,"Minifig Headwear",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF",1,"Ponytail"
"4153-1","Large Freestyle Playcase",1995,698,399,"Freestyle",NA,NA,13014,NA,1,1,"6093","Minifig Hair Ponytail",65,"Minifig Headwear",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF",1,"Ponytail"
"4161-1","Girl's Freestyle Suitcase",1995,293,399,"Freestyle",NA,NA,6008,NA,1,1,"6093","Minifig Hair Ponytail",65,"Minifig Headwear",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF",1,"Ponytail"
"4162-1","Freestyle Multibox",1995,600,399,"Freestyle",NA,NA,11749,NA,1,1,"6093","Minifig Hair Ponytail",65,"Minifig Headwear",FALSE,6,"Brown","#583927",FALSE,"#FFFFFF",1,"Ponytail"
"4184-1","Black Pearl",2011,808,263,"Pirates of the Caribbean",NA,NA,15398,NA,1,1,"95226","Minifig Hair Swept Back with Short Ponytail",65,"Minifig Headwear",FALSE,72,"Dark Bluish Gray","#6C6E68",FALSE,"#FFFFFF",1,"Ponytail"
"4184-1","Black Pearl",2011,808,263,"Pirates of the Caribbean",NA,NA,15398,NA,1,1,"95226","Minifig Hair Swept Back with Short Ponytail",65,"Minifig Headwear",FALSE,308,"Dark Brown","#352100",FALSE,"#FFFFFF",1,"Ponytail"
"4194-1","Whitecap Bay",2011,749,263,"Pirates of the Caribbean",NA,NA,4008,NA,1,1,"95226","Minifig Hair Swept Back with Short Ponytail",65,"Minifig Headwear",FALSE,308,"Dark Brown","#352100",FALSE,"#FFFFFF",1,"Ponytail"
"4194-1","Whitecap Bay",2011,749,263,"Pirates of the Caribbean",NA,NA,22406,NA,1,1,"95226","Minifig Hair Swept Back with Short Ponytail",65,"Minifig Headwear",FALSE,308,"Dark Brown","#352100",FALSE,"#FFFFFF",1,"Ponytail"
"4206-2","Recycling Truck",2012,296,63,"Town","City","Traffic",14802,NA,1,1,"88286","Minifig Hair Ponytail Long French Braided",65,"Minifig Headwear",FALSE,308,"Dark Brown","#352100",FALSE,"#FFFFFF",1,"Ponytail"
"4224-1","Medium Bucket",1998,363,470,"Universal Building Set","Classic Basic",NA,8360,NA,1,1,"6093","Minifig Hair Ponytail",65,"Minifig Headwear",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF",1,"Ponytail"
"4258-1","Big Box Play Scape",1998,1009,399,"Freestyle",NA,NA,1420,NA,1,1,"6093","Minifig Hair Ponytail",65,"Minifig Headwear",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF",1,"Ponytail"
"4267-1","Large Bucket",1998,468,399,"Freestyle",NA,NA,8642,NA,1,1,"6093","Minifig Hair Ponytail",65,"Minifig Headwear",FALSE,6,"Brown","#583927",FALSE,"#FFFFFF",1,"Ponytail"
"4277678-1","LEGO Games Knights Kingdom Chess",2005,184,502,"Gear","Game",NA,13973,NA,1,1,"6093","Minifig Hair Ponytail",65,"Minifig Headwear",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF",1,"Ponytail"
"4291-1","Classic Build & Store Tub",1999,770,470,"Universal Building Set","Classic Basic",NA,7042,NA,1,1,"6093","Minifig Hair Ponytail",65,"Minifig Headwear",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF",1,"Ponytail"
"4293-1","Classic Value Pack",1999,817,470,"Universal Building Set","Classic Basic",NA,4044,NA,1,1,"6093","Minifig Hair Ponytail",65,"Minifig Headwear",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF",1,"Ponytail"
"4300-1","Green Racer",2003,21,113,"Racers","Drome Racers",NA,1754,NA,1,1,"6093","Minifig Hair Ponytail",65,"Minifig Headwear",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF",1,"Ponytail"
"45022-1","Community Minifigure Set",2016,256,507,"Educational and Dacta",NA,NA,28778,NA,1,1,"62696","Minifig Hair Ponytail Long with Side Bangs",65,"Minifig Headwear",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF",1,"Ponytail"
"45022-1","Community Minifigure Set",2016,256,507,"Educational and Dacta",NA,NA,28778,NA,1,1,"87990","Minifig Hair Ponytail and Swept Sideways Fringe",65,"Minifig Headwear",FALSE,226,"Bright Light Yellow","#FFF03A",FALSE,"#000000",1,"Ponytail"
"45022-1","Community Minifigure Set",2016,256,507,"Educational and Dacta",NA,NA,28778,NA,1,1,"87990","Minifig Hair Ponytail and Swept Sideways Fringe",65,"Minifig Headwear",FALSE,321,"Dark Azure","#078BC9",FALSE,"#FFFFFF",1,"Ponytail"
"45022-1","Community Minifigure Set",2016,256,507,"Educational and Dacta",NA,NA,28778,NA,1,1,"88286","Minifig Hair Ponytail Long French Braided",65,"Minifig Headwear",FALSE,308,"Dark Brown","#352100",FALSE,"#FFFFFF",1,"Ponytail"
"45023-1","Fantasy Minifigure Set",2016,223,507,"Educational and Dacta",NA,NA,23334,NA,1,1,"62696","Minifig Hair Ponytail Long with Side Bangs",65,"Minifig Headwear",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF",1,"Ponytail"
"45023-1","Fantasy Minifigure Set",2016,223,507,"Educational and Dacta",NA,NA,23334,NA,1,1,"62696","Minifig Hair Ponytail Long with Side Bangs",65,"Minifig Headwear",FALSE,484,"Dark Orange","#A95500",FALSE,"#FFFFFF",1,"Ponytail"
"45023-1","Fantasy Minifigure Set",2016,223,507,"Educational and Dacta",NA,NA,23334,NA,2,2,"88286","Minifig Hair Ponytail Long French Braided",65,"Minifig Headwear",FALSE,15,"White","#FFFFFF",FALSE,"#000000",2,"Ponytail"
"45101-1","StoryStarter Expansion Pack: Fairy Tale",2015,185,507,"Educational and Dacta",NA,NA,28640,NA,5,5,"62696","Minifig Hair Ponytail Long with Side Bangs",65,"Minifig Headwear",FALSE,308,"Dark Brown","#352100",FALSE,"#FFFFFF",5,"Ponytail"
"45103-1","StoryStarter Expansion Pack: Community",2015,200,507,"Educational and Dacta",NA,NA,10502,NA,5,5,"62696","Minifig Hair Ponytail Long with Side Bangs",65,"Minifig Headwear",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF",5,"Ponytail"
"45110-1","BuildToExpress Set",2013,204,507,"Educational and Dacta",NA,NA,1616,NA,1,1,"6093","Minifig Hair Ponytail",65,"Minifig Headwear",FALSE,70,"Reddish Brown","#582A12",FALSE,"#FFFFFF",1,"Ponytail"
"45210-1","MoreToMath Core Set 1-2",2015,520,507,"Educational and Dacta",NA,NA,29173,NA,1,1,"88286","Minifig Hair Ponytail Long French Braided",65,"Minifig Headwear",FALSE,308,"Dark Brown","#352100",FALSE,"#FFFFFF",1,"Ponytail"
"4535-1","LEGO Express Deluxe",2002,754,238,"Train","9V","My Own Train",16101,NA,1,1,"6093","Minifig Hair Ponytail",65,"Minifig Headwear",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF",1,"Ponytail"
"4548431-1","Brick Tub 'Die Lego Show' - Limited Edition",2008,701,37,"Creator","Basic Set",NA,4974,NA,1,1,"6093","Minifig Hair Ponytail",65,"Minifig Headwear",FALSE,70,"Reddish Brown","#582A12",FALSE,"#FFFFFF",1,"Ponytail"
