"id","version","set_num"
5225,1,"1887-1"
5227,1,"75023-12"
5230,1,"7907-21"
5232,1,"71012-7"
5234,1,"5010-1"
5237,1,"71007-10"
5238,1,"6299-4"
5240,1,"7692-1"
5241,1,"30057-1"
5243,1,"2890-1"
5244,1,"71239-1"
5245,1,"4756-1"
5246,1,"1129-1"
5247,1,"852271-1"
5248,1,"K8102-1"
5249,1,"41023-1"
5251,1,"71011-15"
5252,1,"70164-1"
5254,1,"7631-1"
5255,1,"344-1"
5257,1,"850918-1"
5258,1,"6697-1"
5259,1,"1218-1"
5261,1,"7727-1"
5262,1,"361-1"
5263,1,"3059-1"
5266,1,"700GP0-1"
5268,1,"71013-16"
5270,1,"3186-1"
5273,1,"71010-9"
5274,1,"70133-1"
5275,1,"10721-1"
5276,1,"75023-17"
5278,1,"8805-4"
5280,1,"8645-1"
5281,1,"76058-1"
5284,1,"1171-1"
5285,1,"8503-1"
5287,1,"989-1"
5288,1,"8441-1"
5291,1,"8865-1"
5292,1,"8664-1"
5293,1,"2255-1"
5294,1,"3439-1"
5295,1,"71005-12"
5297,1,"151-1"
5299,1,"70403-1"
5300,1,"6451-1"
5302,1,"40153-1"
5304,1,"76060-1"
5305,1,"851353-1"
5307,1,"70700-1"
5308,1,"852553-1"
5309,1,"1286-1"
5313,1,"lmg007-1"
5314,1,"41040-22"
5315,1,"2139-1"
5316,1,"8440-1"
5317,1,"5533-1"
5320,1,"5401-1"
5321,1,"21127-1"
5322,1,"60048-1"
5323,1,"10012-1"
5324,1,"5246-1"
5325,1,"70701-1"
5326,1,"5512-1"
5327,1,"70590-1"
5328,1,"132-1"
5329,1,"7158-1"
5330,1,"3072-1"
5331,1,"565-2"
5332,1,"697-1"
5334,1,"6900-1"
5336,1,"75872-1"
5337,1,"71013-4"
5338,1,"922-2"
5339,1,"75125-1"
5341,1,"961-1"
5342,1,"30398-1"
5343,1,"6478-1"
5344,1,"8684-2"
5345,1,"4841-1"
5346,1,"8384-1"
5347,1,"10708-1"
5348,1,"3983-1"
5351,1,"5001622-1"
5353,1,"60062-1"
5354,1,"4301-1"
5355,1,"30243-1"
5356,1,"2164-1"
5357,1,"4962-1"
5358,1,"K10158-1"
5361,1,"4753-1"
5363,1,"2824-8"
5366,1,"71001-17"
5368,1,"30371-1"
5369,1,"7280-1"
5370,1,"FRNDSMAGBEACH-1"
5372,1,"6654-1"
5373,1,"7336-1"
5374,1,"7835-1"
5375,1,"6346-1"
5376,1,"7212-1"
5377,1,"60109-1"
5379,1,"148-1"
5385,1,"10622-1"
5386,1,"8831-17"
5387,1,"7998-1"
5388,1,"851400-1"
5389,1,"7575-12"
5390,1,"60114-1"
5391,1,"428-1"
5393,1,"6790-1"
5394,1,"10520-1"
5395,1,"3419-1"
5399,1,"6963-2"
5400,1,"4559-1"
5401,1,"9938-1"
5403,1,"6136-1"
5404,1,"comcon015-1"
5408,1,"6291-1"
5409,1,"10055-1"
5410,1,"9555-1"
5411,1,"1063-1"
5412,1,"1207-1"
5413,1,"79107-1"
5414,1,"ldd3-1"
5415,1,"183-1"
5416,1,"5845-1"
5417,1,"2161-1"
5419,1,"520-8"
5422,1,"642-2"
5424,1,"1336-1"
5425,1,"9092-1"
5426,1,"8293-1"
5427,1,"6429-1"
5428,1,"852844-1"
5429,1,"8469-1"
5430,1,"40128-1"
5431,1,"9569-1"
5432,1,"K7418-1"
5433,1,"7324-5"
5434,1,"76046-1"
5435,1,"4945-1"
5436,1,"1555-2"
5437,1,"71007-8"
5441,1,"10113-1"
5444,1,"5985-1"
5445,1,"5002941-1"
5447,1,"850648-1"
5448,1,"8117-1"
5450,1,"330-2"
5451,1,"911506-1"
5452,1,"3479-1"
5453,1,"30141-1"
5454,1,"5610-1"
5455,1,"6608-1"
5456,1,"5004250-1"
5457,1,"853340-1"
5458,1,"8038-1"
5460,1,"5004606-1"
5461,1,"134-1"
5463,1,"8156-1"
5464,1,"8799-1"
5465,1,"4842-1"
5468,1,"45506-1"
5469,1,"480-4"
5471,1,"2229-1"
5472,1,"6848-2"
5473,1,"40081-5"
5474,1,"8495-1"
5475,1,"8831-13"
5476,1,"1818-1"
5477,1,"7904-3"
5478,1,"970113-1"
5481,1,"60058-1"
5482,1,"30396-1"
5483,1,"3928-1"
5484,1,"391508-1"
5486,1,"Chandler-1"
5487,1,"3926-1"
5488,1,"20006-1"
5489,1,"3663-1"
5490,1,"9442-1"
5491,1,"65801-1"
5492,1,"5317-1"
5493,1,"688-1"
5496,1,"71014-4"
5497,1,"8475-1"
5498,1,"8786-2"
5499,1,"3219-1"
5500,1,"78777-1"
5502,1,"850936-1"
5505,1,"8527-1"
5506,1,"4124-14"
5507,1,"1219-2"
5508,1,"850653-1"
5509,1,"10682-1"
5511,1,"4999-1"
5512,1,"785-1"
5513,1,"8294-1"
5514,1,"10183-1"
5516,1,"10240-1"
5517,1,"40116-1"
5518,1,"71001-0"
5519,1,"1973-1"
5520,1,"3732-1"
5521,1,"4942-1"
5522,1,"4604-1"
5523,1,"8034-1"
5524,1,"5003027-1"
5525,1,"7241-1"
5526,1,"157-2"
5530,1,"2824-25"
5532,1,"9842-1"
5533,1,"6082-1"
5534,1,"8429-1"
5537,1,"75115-1"
5539,1,"372-1"
5541,1,"2856224-1"
5542,1,"3408-1"
5544,1,"1235-1"
5545,1,"Victor-1"
5549,1,"41024-1"
5551,1,"891508-1"
5553,1,"8803-18"
5554,1,"8804-17"
5555,1,"7066-1"
5556,1,"70819-1"
5559,1,"76028-1"
5560,1,"71251-1"
5561,1,"3384-1"
5562,1,"4611-1"
5563,1,"394-1"
5564,1,"7324-8"
5565,1,"1137-1"
5566,1,"8541-1"
5567,1,"9571-1"
5572,1,"8191-1"
5573,1,"2856236-1"
5574,1,"00-1"
5575,1,"5184-1"
5576,1,"8954-1"
5577,1,"1236-3"
5579,1,"4679a-2"
5580,1,"4497-1"
5581,1,"9509-20"
5582,1,"71006-1"
5583,1,"1995-1"
5584,1,"75080-1"
5586,1,"10514-1"
5587,1,"1974-4"
5588,1,"9961-1"
5589,1,"8519-1"
5590,1,"850670-1"
5593,1,"233-1"
5595,1,"cnminifigs-1"
5596,1,"6327-1"
5597,1,"2963-1"
5599,1,"8944-1"
5600,1,"5004550-1"
5601,1,"comcon038-1"
5602,1,"75873-1"
5604,1,"6511-1"
5606,1,"277-1"
5607,1,"6362-1"
5609,1,"7223-2"
5611,1,"400-4"
5612,1,"9353-1"
5613,1,"6061-1"
5614,1,"9217-1"
5615,1,"31002-1"
5619,1,"4643-1"
5621,1,"3243-1"
5623,1,"7574-23"
5624,1,"561505-1"
5625,1,"8846-1"
5626,1,"fruit1-1"
5629,1,"5680-1"
5630,1,"6093-1"
5631,1,"6407-1"
5632,1,"8804-5"
5633,1,"60022-1"
5634,1,"6447-1"
5635,1,"71004-5"
5636,1,"10583-1"
5638,1,"7942-1"
5639,1,"2136-1"
5640,1,"Watford-1"
5642,1,"2193-1"
5643,1,"1164-1"
5644,1,"4662-1"
5645,1,"K8747-1"
5646,1,"70142-1"
5647,1,"9781409350545-1"
5649,1,"3750-1"
5651,1,"8637-1"
5652,1,"8458-1"
5654,1,"4868-1"
5655,1,"8831-9"
5658,1,"71011-2"
5659,1,"10554-1"
5660,1,"6017-1"
5661,1,"9361-1"
5662,1,"3939-1"
5663,1,"140-2"
5665,1,"41111-1"
5667,1,"31020-1"
5671,1,"4297-1"
5672,1,"1581-2"
5673,1,"4244-1"
5674,1,"7656-1"
5675,1,"tktour-1"
5677,1,"9632-1"
5680,1,"7015-1"
5681,1,"1969-1"
5682,1,"7658-1"
5684,1,"70723-1"
5685,1,"4212838-1"
5686,1,"9840-1"
5687,1,"40105-1"
5690,1,"10146-1"
5691,1,"9441-1"
5694,1,"980-2"
5698,1,"9287-1"
5699,1,"3226-1"
5700,1,"3305-3"
5701,1,"1929-1"
5702,1,"9845-1"
5703,1,"1174-1"
5704,1,"5294-1"
5705,1,"7594-1"
5706,1,"SanDiego-1"
5708,1,"45120-1"
5709,1,"3637-1"
5710,1,"200A-1"
5714,1,"40214-1"
5715,1,"7687-16"
5718,1,"850686-1"
5721,1,"4924-14"
5723,1,"7-3"
5725,1,"5003569-1"
5726,1,"8827-16"
5730,1,"60086-1"
5732,1,"1218-2"
5734,1,"3074-1"
5735,1,"30274-1"
5736,1,"5706-1"
5737,1,"8114-1"
5738,1,"7207-1"
5739,1,"9585-1"
5740,1,"K8380-1"
5741,1,"1762-1"
5742,1,"705-4"
5744,1,"4483-1"
5745,1,"4051-1"
5748,1,"7720-1"
5749,1,"1604-1"
5750,1,"3828-1"
5751,1,"850487-1"
5753,1,"9667-1"
5754,1,"75004-1"
5756,1,"3406-1"
5757,1,"4288-1"
5760,1,"365-1"
5762,1,"8096-1"
5766,1,"7017-1"
5768,1,"6490-1"
5769,1,"1896-1"
5771,1,"30187-1"
5776,1,"3659-1"
5777,1,"7907-7"
5778,1,"970120-1"
5779,1,"4347-2"
5781,1,"70141-1"
5782,1,"6299-16"
5783,1,"4446-1"
5784,1,"8683-7"
5786,1,"3013-1"
5787,1,"371-2"
5788,1,"9972-1"
5789,1,"30216-1"
5794,1,"60063-5"
5795,1,"6671-1"
5796,1,"7912-1"
5798,1,"41016-10"
5799,1,"1246-1"
5801,1,"44005-1"
5803,1,"8284-2"
5804,1,"6335-1"
5805,1,"71210-1"
5806,1,"70596-1"
5807,1,"9786-1"
5808,1,"C8500-1"
5809,1,"2172-1"
5810,1,"8255-1"
5812,1,"41016-19"
5815,1,"850952-1"
5819,1,"8616-2"
5820,1,"2250-25"
5821,1,"1557-1"
5822,1,"5000023-1"
5824,1,"4940-1"
5825,1,"3724-1"
5827,1,"1773-1"
5829,1,"396-1"
5830,1,"282-1"
5831,1,"31040-1"
5833,1,"4000002-1"
5834,1,"71007-16"
5835,1,"3782-1"
5837,1,"4206-1"
5838,1,"850581-1"
5839,1,"66311-1"
5840,1,"5235-2"
5841,1,"6741-1"
5842,1,"4742-1"
5843,1,"8155-1"
5845,1,"7553-2"
5846,1,"4527-1"
5847,1,"853471-1"
5848,1,"6753-1"
5849,1,"8833-1"
5850,1,"70591-1"
5852,1,"7574-12"
5853,1,"8009-1"
5854,1,"9509-9"
5855,1,"65364-1"
5856,1,"Nashville-1"
5857,1,"66357-1"
5859,1,"4723-1"
5860,1,"8719-1"
5862,1,"370-1"
5864,1,"30349-1"
5865,1,"3453-1"
5866,1,"8866-1"
5867,1,"420-1"
5869,1,"7297-1"
5870,1,"1743-1"
5872,1,"5060-1"
5873,1,"10165-1"
5875,1,"41016-18"
5878,1,"6281-1"
5879,1,"60064-1"
5880,1,"2840-1"
5881,1,"6965-1"
5882,1,"10005-1"
5884,1,"1210-1"
5886,1,"Indianapolis-1"
5887,1,"137-2"
5889,1,"10242-1"
5890,1,"8097-1"
5892,1,"6114-1"
5893,1,"6781-1"
5894,1,"8122-1"
5895,1,"565-1"
5896,1,"71235-1"
5898,1,"60027-1"
5899,1,"71008-14"
5901,1,"7422-2"
5902,1,"10579-1"
5903,1,"8821-1"
5904,1,"66362-1"
5906,1,"4070-1"
5907,1,"70114-1"
5909,1,"31041-1"
5910,1,"8827-2"
5913,1,"606-1"
5914,1,"5195-1"
5915,1,"5004605-1"
5916,1,"561507-1"
5918,1,"9939-1"
5919,1,"1660-1"
5920,1,"7681-1"
5921,1,"30032-1"
5922,1,"6932-1"
5924,1,"79011-1"
5925,1,"7675-1"
5927,1,"994-1"
5929,1,"21303-1"
5930,1,"30023-1"
5932,1,"41541-1"
5934,1,"4947-1"
5938,1,"7965-1"
5939,1,"8259-1"
5940,1,"llca7-1"
5943,1,"70802-1"
5944,1,"2856223-1"
5945,1,"lwp01-1"
5946,1,"8748-1"
5947,1,"951-1"
5949,1,"8741-1"
5951,1,"4895-1"
5953,1,"75824-1"
5954,1,"6047-1"
5955,1,"K9916-1"
5959,1,"8111-1"
5960,1,"7731-1"
5962,1,"4243532-1"
5963,1,"4793-1"
5965,1,"41040-4"
5966,1,"4567-1"
5968,1,"8952-1"
5970,1,"K8929-1"
5972,1,"40222-1"
5973,1,"30083-1"
5974,1,"7798-1"
5975,1,"5070-1"
5976,1,"6175-1"
5977,1,"781-1"
5978,1,"800-2"
5979,1,"5001371-1"
5980,1,"2982-1"
5982,1,"3331-1"
5984,1,"224-3"
5985,1,"6508-1"
5986,1,"6299-7"
5987,1,"7795-1"
5989,1,"10616-1"
5990,1,"K8107-1"
5993,1,"8140-1"
5994,1,"42009-1"
5995,1,"5938-1"
5996,1,"561611-1"
5997,1,"7914-1"
6000,1,"7261-1"
6001,1,"4469-1"
6003,1,"220-1"
6004,1,"5475-1"
6005,1,"31033-1"
6006,1,"10511-1"
6007,1,"5288-1"
6008,1,"4161-1"
6009,1,"8-2"
6011,1,"41579-1"
6014,1,"7204-1"
6017,1,"4000013-1"
6020,1,"7274-1"
6021,1,"5004115-1"
6022,1,"1115-1"
6023,1,"391406-1"
6024,1,"891503-1"
6026,1,"75021-1"
6027,1,"30242-1"
6029,1,"7324-11"
6030,1,"3018-1"
6031,1,"1922-2"
6032,1,"4585-1"
6033,1,"5489-1"
6034,1,"65542-1"
6035,1,"42027-1"
6037,1,"31039-1"
6038,1,"75023-9"
6041,1,"706-4"
6042,1,"6228-1"
6044,1,"41040-13"
6045,1,"2283-1"
6046,1,"30110-1"
6050,1,"65524-1"
6051,1,"265-1"
6054,1,"8619-2"
6055,1,"237-1"
6056,1,"1135-3"
6057,1,"2250-3"
6058,1,"5935-1"
6061,1,"3856-1"
6064,1,"10026-1"
6066,1,"66451-1"
6067,1,"3716-1"
6068,1,"30054-1"
6069,1,"60047-1"
6072,1,"21005-1"
6074,1,"5245-1"
6075,1,"2824-14"
6076,1,"6530-1"
6079,1,"853448-1"
6080,1,"4524-17"
6081,1,"6602-1"
6083,1,"351-1"
6086,1,"4924-1"
6089,1,"519-9"
6092,1,"71001-5"
6093,1,"1597-1"
6094,1,"3676-1"
6095,1,"30120-1"
6098,1,"420-4"
6099,1,"8380-1"
6101,1,"7287-1"
6102,1,"4134-1"
6105,1,"3323-1"
6106,1,"40124-1"
6107,1,"42059-1"
6109,1,"7860-1"
6111,1,"156-1"
6112,1,"Munich-1"
6113,1,"10067-1"
6114,1,"2064-1"
6116,1,"31060-1"
6117,1,"K8645-1"
6118,1,"10167-1"
6119,1,"60084-1"
6120,1,"7830-1"
6121,1,"1284-1"
6125,1,"7715-1"
6127,1,"930-1"
6128,1,"2856453-1"
6129,1,"606-2"
6130,1,"5853-1"
6131,1,"70128-1"
6132,1,"10561-1"
6134,1,"970119-1"
6135,1,"8879-1"
6136,1,"60126-1"
6137,1,"4428-12"
6139,1,"9888-1"
6140,1,"494-2"
6141,1,"871-1"
6144,1,"7200-1"
6145,1,"5260-1"
6146,1,"10236-1"
6148,1,"6772-1"
6149,1,"214.8-1"
6150,1,"60024-17"
6151,1,"75058-1"
6152,1,"7534-1"
6156,1,"6315-1"
6159,1,"3860-1"
6160,1,"9695-1"
6161,1,"2111-1"
6164,1,"8684-1"
6165,1,"9021-1"
6167,1,"8603-1"
6170,1,"TRULUMIERE-1"
6172,1,"41144-1"
6173,1,"6699-1"
6174,1,"7979-1"
6175,1,"30302-1"
6177,1,"7722-1"
6179,1,"851015-1"
6180,1,"7246-1"
6181,1,"K8008-1"
6183,1,"75111-1"
6184,1,"242-1"
6185,1,"21123-1"
6186,1,"5002930-1"
6187,1,"41035-1"
6188,1,"948-1"
6189,1,"4000007-1"
6190,1,"8957-1"
6192,1,"8443-1"
6193,1,"805-1"
6194,1,"K8942-1"
6196,1,"40218-1"
6199,1,"6492-1"
6200,1,"5275-1"
6202,1,"75114-1"
6203,1,"1492-1"
6204,1,"40012-1"
6205,1,"66247-1"
6206,1,"2250-2"
6208,1,"71008-1"
6209,1,"40193-1"
6210,1,"1342-1"
6211,1,"3677-1"
6212,1,"7721-1"
6213,1,"9664-1"
6215,1,"3558-1"
6216,1,"383-2"
6217,1,"5003586-1"
6218,1,"8517-1"
6219,1,"708-3"
6220,1,"7179-1"
6223,1,"6299-10"
6224,1,"3430-1"
6225,1,"4117-1"
6226,1,"42038-1"
6227,1,"970623-1"
6229,1,"7725-1"
6231,1,"8859-1"
6232,1,"30167-1"
6233,1,"933-1"
6235,1,"27-2"
6236,1,"21128-1"
6237,1,"5271-1"
6238,1,"4616-1"
6239,1,"5003-1"
6240,1,"70739-1"
6241,1,"K9833-1"
6242,1,"75055-1"
6243,1,"4746-1"
6246,1,"1215-2"
6248,1,"238-5"
6249,1,"7504-1"
6251,1,"75023-21"
6253,1,"kabdino-1"
6254,1,"5914-1"
6255,1,"9395-1"
6257,1,"76029-1"
6258,1,"4428-9"
6259,1,"10144-1"
6261,1,"3464-1"
6262,1,"970669-1"
6263,1,"45500-1"
6264,1,"1562-1"
6265,1,"421-1"
6266,1,"8827-15"
6267,1,"60063-12"
6268,1,"70502-1"
6272,1,"7094-1"
6274,1,"8264-1"
6275,1,"75056-21"
6276,1,"66397-1"
6277,1,"75056-16"
6279,1,"214.5-1"
6280,1,"75023-24"
6282,1,"K7906-1"
6283,1,"4219-1"
6284,1,"4024-2"
6288,1,"60063-24"
6290,1,"503-1"
6291,1,"3540-1"
6292,1,"6848-1"
6293,1,"5038-1"
6294,1,"7853-1"
6296,1,"66329-1"
6298,1,"155-1"
6301,1,"4181-1"
6302,1,"4998-1"
6303,1,"8115-1"
6307,1,"21034-1"
6309,1,"3636-1"
6310,1,"30310-1"
6311,1,"7958-6"
6312,1,"7664-1"
6316,1,"6049-1"
6317,1,"45507-1"
6319,1,"2856089-1"
6320,1,"4032-2"
6321,1,"40081-2"
6322,1,"7724-24"
6323,1,"3183-1"
6324,1,"8589-3"
6325,1,"2171-1"
6326,1,"2260-1"
6327,1,"5113-1"
6328,1,"31014-1"
6329,1,"3557-1"
6330,1,"K4531-1"
6331,1,"K8725-1"
6332,1,"41301-1"
6333,1,"10697-1"
6334,1,"7683-1"
6335,1,"6350-1"
6336,1,"65849-1"
6337,1,"21033-1"
6338,1,"3346-1"
6340,1,"3647-1"
6341,1,"19-2"
6344,1,"1480-1"
6345,1,"918-yellow-2"
6346,1,"7110-1"
6347,1,"7251-1"
6349,1,"10007-1"
6350,1,"21015-1"
6351,1,"8229-1"
6352,1,"71171-1"
6354,1,"8800-1"
6355,1,"40030-1"
6356,1,"1146-1"
6357,1,"TRUJOKERMECH-1"
6358,1,"30320-1"
6360,1,"7955-1"
6361,1,"5952-1"
6362,1,"6016-1"
6363,1,"3759-1"
6368,1,"4991-1"
6369,1,"8542-1"
6371,1,"K4479-1"
6375,1,"4428-14"
6377,1,"5279-1"
6378,1,"601-1"
6379,1,"415-1"
6381,1,"643-1"
6382,1,"7996-1"
6383,1,"8967-1"
6384,1,"LBCITYSPACE-1"
6385,1,"40133-1"
6386,1,"853092-1"
6387,1,"8661-1"
6388,1,"3564-1"
6389,1,"1109-1"
6390,1,"2872-1"
6391,1,"7044-1"
6392,1,"6031-1"
6394,1,"70721-1"
6395,1,"6666-1"
6397,1,"213-1"
6398,1,"615-2"
6399,1,"0756668530-1"
6400,1,"30088-1"
6402,1,"5004853-1"
6403,1,"70012-1"
6404,1,"979760-1"
6405,1,"41040-23"
6408,1,"1240-2"
6409,1,"10179-1"
6410,1,"632-1"
6411,1,"41049-1"
6412,1,"1867-1"
6413,1,"42029-1"
6414,1,"271611-1"
6415,1,"391507-1"
6416,1,"20214-1"
6417,1,"660-1"
6418,1,"5319-1"
6419,1,"42032-1"
6420,1,"7173-1"
6421,1,"333-1"
6422,1,"2964-1"
6423,1,"65186-1"
6424,1,"65573-1"
6426,1,"65767-1"
6427,1,"10542-1"
6428,1,"3432-1"
6430,1,"1380-1"
6432,1,"891-1"
6434,1,"812-2"
6435,1,"103-1"
6437,1,"1310-1"
6438,1,"7890-1"
6439,1,"6299-22"
6440,1,"7724-22"
6441,1,"21115-1"
6442,1,"7679-1"
6443,1,"238-3"
6444,1,"41505-1"
6447,1,"K8927-1"
6448,1,"853176-1"
6449,1,"970677-1"
6451,1,"comcon004-1"
6452,1,"7574-13"
6453,1,"kabspace-1"
6454,1,"8851-1"
6455,1,"7417-1"
6456,1,"7257-1"
6457,1,"2841-1"
6458,1,"7772-1"
6462,1,"21304-1"
6463,1,"4806-1"
6464,1,"266-1"
6466,1,"7724-17"
6467,1,"521-14"
6469,1,"851343-1"
6470,1,"3300000-1"
6471,1,"3788-1"
6474,1,"8667-1"
6477,1,"9486-1"
6480,1,"3761-1"
6481,1,"7553-18"
6484,1,"41538-1"
6485,1,"5307-1"
6486,1,"65769-1"
6487,1,"852351-1"
6490,1,"31049-1"
6494,1,"297-1"
6495,1,"5129-1"
6496,1,"8684-5"
6497,1,"30012-1"
6499,1,"3721-1"
6500,1,"6514-1"
6503,1,"7235-1"
6504,1,"40148-1"
6505,1,"9584-1"
6506,1,"10539-1"
6508,1,"45570-1"
6509,1,"7261-2"
6510,1,"3081-1"
6511,1,"44019-1"
6513,1,"4013-1"
6514,1,"K7419-1"
6517,1,"70138-1"
6521,1,"7800-1"
6522,1,"10555-1"
6523,1,"9756-1"
6524,1,"875-1"
6525,1,"1545-1"
6526,1,"41109-1"
6529,1,"79110-1"
6530,1,"66427-1"
6531,1,"8578-1"
6532,1,"5004129-1"
6535,1,"41016-15"
6536,1,"850445-1"
6538,1,"9999-1"
6539,1,"21113-1"
6540,1,"10575-1"
6541,1,"Annapolis-1"
6542,1,"4186875-1"
6543,1,"60021-1"
6544,1,"KCCHP-1"
6545,1,"2707-1"
6547,1,"75028-1"
6550,1,"106-1"
6553,1,"3791-1"
6554,1,"40194-1"
6556,1,"5002467-1"
6557,1,"117-1"
6558,1,"2250-11"
6560,1,"8701-1"
6561,1,"6516-1"
6562,1,"9303-1"
6563,1,"964-1"
6564,1,"7735-1"
6567,1,"70816-1"
6568,1,"7604-1"
6569,1,"70161-1"
6571,1,"60100-1"
6572,1,"65028-1"
6573,1,"10728-1"
6574,1,"7314-1"
6575,1,"10066-1"
6577,1,"7575-15"
6578,1,"4491-1"
6579,1,"852701-1"
6581,1,"10827-1"
6583,1,"970118-1"
6584,1,"991118-1"
6585,1,"42011-1"
6588,1,"7724-16"
6590,1,"5233-1"
6591,1,"71309-1"
6592,1,"70605-1"
6593,1,"8860-1"
6596,1,"Frisco-1"
6597,1,"5919-1"
6598,1,"4801-1"
6600,1,"5000437-1"
6601,1,"136-1"
6603,1,"8991-1"
6606,1,"10116-1"
6607,1,"391502-1"
6609,1,"5858-1"
6610,1,"75000-1"
6611,1,"8909-1"
6612,1,"7049-1"
6615,1,"5679-1"
6616,1,"775-1"
6617,1,"4524-24"
6618,1,"7175-1"
6619,1,"10211-1"
6622,1,"3504-1"
6623,1,"1360-1"
6624,1,"928-1"
6626,1,"b63de-01"
6627,1,"5802-1"
6629,1,"3830-1"
6630,1,"8969-1"
6631,1,"6410-1"
6632,1,"2539-1"
6633,1,"9823-1"
6635,1,"6027-1"
6636,1,"6861-1"
6637,1,"b56de-01"
6638,1,"75151-1"
6639,1,"2928-1"
6646,1,"3420-3"
6647,1,"7345-1"
6648,1,"5871-1"
6650,1,"7592-1"
6656,1,"7264-1"
6658,1,"333-2"
6660,1,"4347-3"
6663,1,"5004419-1"
6665,1,"71000-4"
6666,1,"4805-1"
6667,1,"309-2"
6668,1,"41124-1"
6669,1,"1792-1"
6672,1,"113-1"
6673,1,"7719-1"
6674,1,"6934-1"
6675,1,"970041-1"
6676,1,"10723-1"
6679,1,"491-2"
6680,1,"6682-1"
6681,1,"8291-1"
6684,1,"40037-1"
6686,1,"1767-1"
6688,1,"4924-25"
6689,1,"6095-1"
6690,1,"30221-1"
6692,1,"1338-1"
6694,1,"41056-1"
6695,1,"1347-1"
6696,1,"10197-1"
6697,1,"4099-1"
6699,1,"30130-1"
6701,1,"7660-1"
6702,1,"7904-1"
6704,1,"3003-1"
6706,1,"30050-1"
6707,1,"157-3"
6708,1,"70334-1"
6709,1,"3422-1"
6711,1,"30448-1"
6712,1,"3584-1"
6713,1,"8703-1"
6714,1,"PS3038-1"
6716,1,"4072-1"
6717,1,"1172-1"
6718,1,"452-2"
6719,1,"71232-1"
6720,1,"7676-1"
6722,1,"311-4"
6726,1,"1029-1"
6728,1,"255-2"
6729,1,"6000-1"
6733,1,"K7744-1"
6734,1,"5004262-1"
6735,1,"6195-1"
6737,1,"3708-1"
6738,1,"8854-1"
6739,1,"991336-1"
6740,1,"10601-1"
6742,1,"6358-1"
6743,1,"8058-1"
6745,1,"7958-21"
6747,1,"970631-1"
6749,1,"70725-1"
6750,1,"3456-1"
6752,1,"9755-1"
6754,1,"271609-1"
6756,1,"851317-1"
6757,1,"1217-2"
6758,1,"8930-1"
6761,1,"9440-1"
6762,1,"41564-1"
6763,1,"970643-1"
6764,1,"60024-15"
6765,1,"2853944-1"
6766,1,"120-1"
6767,1,"5205-1"
6768,1,"75135-1"
6769,1,"10518-1"
6770,1,"41544-1"
6771,1,"1888-1"
6772,1,"044-1"
6773,1,"8131-1"
6774,1,"41179-1"
6777,1,"60024-23"
6781,1,"41523-1"
6783,1,"7141-1"
6784,1,"10177-1"
6785,1,"8827-11"
6786,1,"8556-1"
6787,1,"1490-1"
6789,1,"5002212-1"
6791,1,"5004554-1"
6795,1,"66378-1"
6797,1,"2256-1"
6798,1,"850910-1"
6800,1,"44014-1"
6804,1,"31042-1"
6805,1,"4032-1"
6807,1,"5223-1"
6808,1,"7687-22"
6810,1,"70790-1"
6811,1,"1749-1"
6813,1,"1589-2"
6814,1,"5770-1"
6815,1,"60151-1"
6816,1,"706-3"
6818,1,"42030-1"
6819,1,"8454-1"
6822,1,"852815-1"
6823,1,"71314-1"
6824,1,"41030-1"
6826,1,"3402-1"
6828,1,"50003-1"
6829,1,"2011-2"
6830,1,"71002-10"
6832,1,"022-1"
6833,1,"Orlando-1"
6834,1,"4592-1"
6836,1,"30472-1"
6839,1,"66305-1"
6840,1,"850632-1"
6841,1,"7575-11"
6842,1,"852333-1"
6843,1,"4870-1"
6846,1,"8803-12"
6847,1,"3872-1"
6848,1,"4759-1"
6849,1,"5004116-1"
6850,1,"853313-1"
6851,1,"4766-1"
6854,1,"7585-1"
6855,1,"76054-1"
6856,1,"8611-1"
6858,1,"700GP6-2"
6859,1,"79003-1"
6860,1,"8513-1"
6861,1,"6601-1"
6862,1,"70818-1"
6863,1,"7160-1"
6864,1,"4217-1"
6865,1,"9554-1"
6866,1,"2000416-1"
6867,1,"8381-1"
6868,1,"700.C.5-1"
6869,1,"30113-1"
6870,1,"21117-1"
6871,1,"5004549-1"
6874,1,"348-1"
6875,1,"316-2"
6876,1,"248-2"
6877,1,"K7317-1"
6879,1,"111-1"
6880,1,"30292-1"
6883,1,"70124-1"
6884,1,"6852-1"
6885,1,"7203-1"
6886,1,"8833-5"
6888,1,"60119-1"
6889,1,"355-1"
6890,1,"3330-1"
6894,1,"41512-1"
6895,1,"75118-1"
6897,1,"9473-1"
6898,1,"314-2"
6900,1,"1098-1"
6901,1,"6868-1"
6902,1,"21109-1"
6904,1,"8000-1"
6906,1,"5524-1"
6907,1,"970640-1"
6908,1,"1277-1"
6909,1,"4023-1"
6910,1,"8269-1"
6911,1,"6104-1"
6912,1,"1806-1"
6914,1,"4024-9"
6915,1,"1224-2"
6916,1,"5256-1"
6917,1,"7419-1"
6918,1,"4595-1"
6920,1,"9713-1"
6921,1,"TRUTIE-1"
6923,1,"60133-1"
6926,1,"75120-1"
6927,1,"4177-1"
6928,1,"6299-12"
6929,1,"40038-1"
6931,1,"88000-1"
6932,1,"41533-1"
6933,1,"1605-1"
6934,1,"6673-1"
6937,1,"8414-1"
6938,1,"271604-1"
6940,1,"60063-18"
6941,1,"30170-1"
