"set.id","set.name","year","set.num.parts","theme.id","theme.name","sub.theme.name","sub.sub.theme.name","inventory.id","inv.num.sets","inv.num.parts","total.parts","part.id","part.name","part.category.id","part.category.name","part.is.spare","color.id","color.name","color.hex","color.is.trans","text.color.hex","gender","num.parts","mood","mood.color"
"10758-1","T.Rex Breakout",2018,148,620,"Juniors","Jurassic World: Fallen Kingdom",NA,23041,NA,1,1,"3626cpr2184","Minifig, Head Dual Sided Glasses with White Lenses, Dark Brown Eyebrows, Open Mouth Smile / Closed Mouth, Raised Eyebrow Print (Justin Hammer) [Hollow Stud]",59,"Minifig Heads",FALSE,78,"Light Flesh","#F6D7B3",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"10758-1","T.Rex Breakout",2018,148,620,"Juniors","Jurassic World: Fallen Kingdom",NA,23041,NA,1,1,"3626cpr2580","Minifig Head Dual Sided Female Dark Orange Eyebrows, Peach Lips, Smirk/Scared",59,"Minifig Heads",FALSE,78,"Light Flesh","#F6D7B3",FALSE,"#000000","Female",1,"Happy","#F2CD37"
"10758-1","T.Rex Breakout",2018,148,620,"Juniors","Jurassic World: Fallen Kingdom",NA,29587,NA,1,1,"3626cpr2184","Minifig, Head Dual Sided Glasses with White Lenses, Dark Brown Eyebrows, Open Mouth Smile / Closed Mouth, Raised Eyebrow Print (Justin Hammer) [Hollow Stud]",59,"Minifig Heads",FALSE,78,"Light Flesh","#F6D7B3",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"10758-1","T.Rex Breakout",2018,148,620,"Juniors","Jurassic World: Fallen Kingdom",NA,29587,NA,1,1,"3626cpr2580","Minifig Head Dual Sided Female Dark Orange Eyebrows, Peach Lips, Smirk/Scared",59,"Minifig Heads",FALSE,78,"Light Flesh","#F6D7B3",FALSE,"#000000","Female",1,"Happy","#F2CD37"
"10759-1","Elastigirl's Rooftop Pursuit",2018,95,591,"Juniors",NA,NA,24337,NA,1,1,"3626cpr2581","Minifig Head Crows feet, Wrinkles around mouth, Determined Grin",59,"Minifig Heads",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF","Unknown",1,"Happy","#F2CD37"
"10760-1","Underminer Bank Heist",2018,149,591,"Juniors",NA,NA,23689,NA,1,1,"3626cpr2568","Minifig Head Dual Sided Black Eye Mask Smirk, Open MOuth Smile",59,"Minifig Heads",FALSE,78,"Light Flesh","#F6D7B3",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"1076-1","Advent Calendar 1999",1999,228,207,"Seasonal","Advent",NA,1279,NA,1,1,"3626bpr0001","Minifig Head Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"10761-1","The Great Home Escape",2018,178,591,"Juniors",NA,NA,23688,NA,1,1,"24581pr0003","Baby / Toddler Head with Smile, Black Eyemask",59,"Minifig Heads",FALSE,78,"Light Flesh","#F6D7B3",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"10761-1","The Great Home Escape",2018,178,591,"Juniors",NA,NA,23688,NA,1,1,"3626cpr2566","Minifig Head Black Eyemask, Open Mouth Smile, Teeth, Freckles",59,"Minifig Heads",FALSE,78,"Light Flesh","#F6D7B3",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"10761-1","The Great Home Escape",2018,178,591,"Juniors",NA,NA,23688,NA,1,1,"3626cpr2569","Minifig Head Black Eyemask, Smile, Lipstick",59,"Minifig Heads",FALSE,78,"Light Flesh","#F6D7B3",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"10764-1","City Central Airport",2018,376,591,"Juniors",NA,NA,24620,NA,1,1,"3626cpr1537","Minifig Head Dark Brown Eyebrows, Crooked Smile and Laugh Lines Print [Hollow Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"10937-1","Arkham Asylum Breakout",2012,1620,484,"Super Heroes","Batman",NA,3227,NA,1,1,"3626bpr0898","Minifig Head Dual Sided Green Eyebrows, Red Lips, Wide Smile / Smirk Print (Joker) [Blocked Open Stud]",59,"Minifig Heads",FALSE,15,"White","#FFFFFF",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"10937-1","Arkham Asylum Breakout",2012,1620,484,"Super Heroes","Batman",NA,3227,NA,1,1,"3626cpr0935","Minifig Head Dual Sided Female with Green Lips and Orange Eyebrows, Smiling / Bared Teeth Print [Hollow Stud]",59,"Minifig Heads",FALSE,78,"Light Flesh","#F6D7B3",FALSE,"#000000","Female",1,"Happy","#F2CD37"
"10937-1","Arkham Asylum Breakout",2012,1620,484,"Super Heroes","Batman",NA,3227,NA,1,1,"3626cpr1160","Minifig Head Dual Sided Female Dark Red Lips and Glasses / Mask, White Face Paint and Open Mouthed Smile Print (Dr Harleen Quinzel) [Hollow Stud]",59,"Minifig Heads",FALSE,78,"Light Flesh","#F6D7B3",FALSE,"#000000","Female",1,"Happy","#F2CD37"
"1096-1","Race Buggy",1997,23,82,"Town","Classic Town","Race",3710,NA,1,1,"3626bp04","Minifig Head Glasses with Black Sunglasses and Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"1097-1","Res-Q Runner",1999,18,92,"Town","Res-Q",NA,7057,NA,1,1,"3626bp04","Minifig Head Glasses with Black Sunglasses and Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"1106-2","Basic Building Set",1999,413,470,"Universal Building Set","Classic Basic",NA,14067,NA,1,1,"3626bp04","Minifig Head Glasses with Black Sunglasses and Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"1106-2","Basic Building Set",1999,413,470,"Universal Building Set","Classic Basic",NA,14067,NA,1,1,"3626bpr0001","Minifig Head Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"111-1","Universal Building Set",1977,173,469,"Universal Building Set","Basic Set",NA,6879,NA,1,1,"685px1c01","Homemaker Figure Torso Assembly and Yellow Head with Eyes and Smile Print",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"112-1","Universal Building Set",1977,200,469,"Universal Building Set","Basic Set",NA,4456,NA,1,1,"685px2","Homemaker Figure Head with Eyes, Glasses and Smile Print",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"112-1","Universal Building Set",1977,200,469,"Universal Building Set","Basic Set",NA,4456,NA,1,1,"685px4","Homemaker Figure Head with Eyes, Eyebrows and Smile Print",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"113-1","Universal Building Set",1977,293,469,"Universal Building Set","Basic Set",NA,6672,NA,1,1,"685px3","Homemaker Figure Head with Eyes, Freckles and Smile Print",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"113-1","Universal Building Set",1977,293,469,"Universal Building Set","Basic Set",NA,6672,NA,1,1,"685px4","Homemaker Figure Head with Eyes, Eyebrows and Smile Print",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"114-1","Universal Building Set",1977,390,469,"Universal Building Set","Basic Set",NA,3401,NA,1,1,"685px2","Homemaker Figure Head with Eyes, Glasses and Smile Print",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"114-1","Universal Building Set",1977,390,469,"Universal Building Set","Basic Set",NA,3401,NA,1,1,"685px3","Homemaker Figure Head with Eyes, Freckles and Smile Print",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"114-1","Universal Building Set",1977,390,469,"Universal Building Set","Basic Set",NA,3401,NA,1,1,"685px4","Homemaker Figure Head with Eyes, Eyebrows and Smile Print",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"1177-1","Santa In Truck with Polar Bear",2000,26,227,"Seasonal","Christmas",NA,9873,NA,1,1,"3626bpr0001","Minifig Head Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"1180-1","Space Port Moon Buggy",1999,25,93,"Town","Space Port",NA,1713,NA,1,1,"3626bp69","Minifig Head Male Headset Over Smile, Red-Brown Hair & Eyebrows Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1,"Happy","#F2CD37"
"1181-1","Space Port Spacecraft",1999,23,93,"Town","Space Port",NA,4408,NA,1,1,"3626bp69","Minifig Head Male Headset Over Smile, Red-Brown Hair & Eyebrows Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1,"Happy","#F2CD37"
"11913-1","Nexo Knights Build Your Own Adventure",2017,78,497,"Books",NA,NA,23583,NA,1,1,"3626cpr1786","Minifig Head Brown Eyebrows, Raised Eyebrow, Freckles, Crookes Smile [Recessed Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"120438-1","Basic Building Set",1985,176,469,"Universal Building Set","Basic Set",NA,4909,NA,1,1,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"12142020-1","Ninjago Movie - Official Annual 2018",2018,7,497,"Books",NA,NA,27920,NA,1,1,"3626cpr9973","Minifig Head Dual Sided Reddish Brown Eyebrows and Freckles, Lopsided Grin / Frown Print (Jay) [Hollow Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"1253-1","Shell Car Transporter",1999,101,99,"Town","Town Jr.","Gas Station",7194,NA,1,1,"3626bp05","Minifig Head Male Standard Grin and Eyebrows Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1,"Happy","#F2CD37"
"1256-1","Shell Petrol Pump",1999,156,99,"Town","Town Jr.","Gas Station",14961,NA,1,1,"3626bp04","Minifig Head Glasses with Black Sunglasses and Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"1256-1","Shell Petrol Pump",1999,156,99,"Town","Town Jr.","Gas Station",14961,NA,1,1,"3626bp05","Minifig Head Male Standard Grin and Eyebrows Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1,"Happy","#F2CD37"
"1265-1","Moon Buggy",1999,25,93,"Town","Space Port",NA,3870,NA,1,1,"3626bp69","Minifig Head Male Headset Over Smile, Red-Brown Hair & Eyebrows Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1,"Happy","#F2CD37"
"1266-1","Space Probe",1999,23,93,"Town","Space Port",NA,8068,NA,1,1,"3626bp69","Minifig Head Male Headset Over Smile, Red-Brown Hair & Eyebrows Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1,"Happy","#F2CD37"
"12798014-1","City: Space Adventures!",2015,11,497,"Books",NA,NA,27957,NA,1,1,"3626cpr1579","Minifig Head Male Brown Eyebrows, Black Eyes with White Pupils, Crooked Smile with Brown Dimple Print [Hollow Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1,"Happy","#F2CD37"
"12807914-1","DC Comics Super Heroes: The Otherworldly League",2016,5,497,"Books",NA,NA,27958,NA,1,1,"3626cpr1767a","Minifig, Head Dual Sided Eyebrows, Cheek Lines, Chin Dimple, Open Mouth Smirk / Bared Teeth with Red Eyes Print - Hollow Stud",59,"Minifig Heads",FALSE,78,"Light Flesh","#F6D7B3",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"1298-1","Advent Calendar 1998 Classic Basic",1998,220,212,"Seasonal","Advent","Classic Basic",20835,NA,2,2,"3626bpr0001","Minifig Head Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",2,"Happy","#F2CD37"
"1338137204-1","Make Your Own Movie",2018,36,497,"Books",NA,NA,30315,NA,1,1,"3626cpr0891","Minifig Head Black Eyebrows, Thin Grin, Black Eyes with White Pupils Print [Hollow Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"1338137204-1","Make Your Own Movie",2018,36,497,"Books",NA,NA,30315,NA,1,1,"3626cpr0893","Minifig Head Female with Peach Lips, Open Mouth Smile, Black Eyebrows Print [Hollow Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Female",1,"Happy","#F2CD37"
"1338137204-1","Make Your Own Movie",2018,36,497,"Books",NA,NA,30315,NA,1,1,"3626cpr1580","Minifig Head Female with Black Thin Eyebrows, Eyelashes, White Pupils and Peach Lips Smile Print [Hollow Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Female",1,"Happy","#F2CD37"
"1338137204-1","Make Your Own Movie",2018,36,497,"Books",NA,NA,30315,NA,1,1,"3626cpr1769","Minifig Head Dual Sided Eyebrows, Crow's Feet, Open Mouth Smile / Queasy Face with Sweat Drop Print [Hollow Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"1338137204-1","Make Your Own Movie",2018,36,497,"Books",NA,NA,30315,NA,1,1,"3626cpr1771","Minifig Head Dual Sided Female Brown Eyebrows, Peach Lips, Pensive Smile, Scared [Recessed Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Female",1,"Happy","#F2CD37"
"1338137204-1","Make Your Own Movie",2018,36,497,"Books",NA,NA,30315,NA,1,1,"3626cpr1872","Minifig Head Dual Sided Scared Eyebrow, Firm Grin, Worried",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"1349-1","Steven Spielberg Moviemaker Set",2000,447,273,"Studios",NA,NA,7126,NA,1,1,"3626bp69","Minifig Head Male Headset Over Smile, Red-Brown Hair & Eyebrows Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1,"Happy","#F2CD37"
"1351-1","Movie Backdrop Studio",2001,211,273,"Studios",NA,NA,12451,NA,1,1,"3626bp04","Minifig Head Glasses with Black Sunglasses and Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"1351-1","Movie Backdrop Studio",2001,211,273,"Studios",NA,NA,12451,NA,1,1,"3626bp69","Minifig Head Male Headset Over Smile, Red-Brown Hair & Eyebrows Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1,"Happy","#F2CD37"
"1352-1","Explosion Studio",2000,244,273,"Studios",NA,NA,10877,NA,1,1,"3626bp04","Minifig Head Glasses with Black Sunglasses and Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"1354-1","Dino Head Attack",2000,95,273,"Studios",NA,NA,2024,NA,1,1,"3626bp69","Minifig Head Male Headset Over Smile, Red-Brown Hair & Eyebrows Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1,"Happy","#F2CD37"
"1405356235-1","City: Brickmaster",2011,146,497,"Books",NA,NA,1453,NA,1,1,"3626cpr0499","Minifig Head Male Brown Eyebrows, Black Eyes with White Pupils, Crooked Smile with Black Dimple Print [Hollow Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1,"Happy","#F2CD37"
"14-1","Space Mini Figures",1982,24,452,"Service Packs","Space",NA,1410,NA,4,4,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",4,"Happy","#F2CD37"
"1430-2","Small Soccer Set 3 (Polybag)",2002,17,462,"Sports","Soccer",NA,15678,NA,1,1,"3626bp03","Minifig Head Moustache Pointed with Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1,"Happy","#F2CD37"
"1461-1","Turbo Force",1992,31,82,"Town","Classic Town","Race",4114,NA,1,1,"3626bpr0001","Minifig Head Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"1462-1","Galactic Scout",1992,23,129,"Space","Blacktron II",NA,301,NA,1,1,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"1463-1","Treasure Cart",1992,24,190,"Castle","Crusaders",NA,15263,NA,1,1,"3626bpr0001","Minifig Head Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"1467-1","Shell Race Car",1987,46,82,"Town","Classic Town","Race",11031,NA,1,1,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"1468-1","Shell Tanker",1987,39,76,"Town","Classic Town","Station",14160,NA,1,1,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"1470-1","Shell Station",1987,32,76,"Town","Classic Town","Station",1585,NA,2,2,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",2,"Happy","#F2CD37"
"1472-1","Holiday Home",1987,359,69,"Town","Classic Town","Building",9251,NA,3,3,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",3,"Happy","#F2CD37"
"1477-1","{Red Race Car Number 3}",1991,39,82,"Town","Classic Town","Race",6970,NA,1,1,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"1478-1","Mobile Satellite Up-Link",1991,31,136,"Space","M:Tron",NA,10011,NA,1,1,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"1479-1","2-Pilot Craft",1991,34,129,"Space","Blacktron II",NA,10789,NA,2,2,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",2,"Happy","#F2CD37"
"1480-1","King's Catapult",1991,33,190,"Castle","Crusaders",NA,6344,NA,1,1,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"14807412-1","City: Emergency Rescue",2011,9,497,"Books",NA,NA,27965,NA,1,1,"3626bpr0499","Minifig Head Male Brown Eyebrows, Black Eyes with White Pupils, Crooked Smile with Black Dimple Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1,"Happy","#F2CD37"
"1484-1","Weetabix Town House",1987,215,69,"Town","Classic Town","Building",13087,NA,2,2,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",2,"Happy","#F2CD37"
"1489-1","Mobile Car Crane",1989,175,85,"Town","Classic Town","Traffic",8677,NA,2,2,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",2,"Happy","#F2CD37"
"1490-1","Town Bank",1988,195,85,"Town","Classic Town","Traffic",6787,NA,3,3,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",3,"Happy","#F2CD37"
"1491-1","Dual Defender",1992,48,188,"Castle","Black Knights",NA,14618,NA,2,2,"3626bpr0001","Minifig Head Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",2,"Happy","#F2CD37"
"15-1","Castle Mini Figures",1984,38,447,"Service Packs","Castle",NA,3335,NA,6,6,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",6,"Happy","#F2CD37"
"1520-1","Basic Set with Storage Case",1985,215,467,"Universal Building Set","Basic",NA,2694,NA,1,1,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"1524-1","Basic Set Trial Size",1986,38,467,"Universal Building Set","Basic",NA,12484,NA,1,1,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"1525-1","Container Lorry",1986,153,70,"Town","Classic Town","Cargo",7672,NA,1,1,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"1526-1","Space Radar Buggy",1986,105,130,"Space","Classic Space",NA,16107,NA,1,1,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"1546-1","Airplane",1985,31,466,"Universal Building Set","Airport",NA,9795,NA,1,1,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"1552-1","Maersk Line Container Truck",1985,379,70,"Town","Classic Town","Cargo",14794,NA,1,1,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"1560-1","Glory Glider",1990,26,68,"Town","Classic Town","Airport",2096,NA,1,1,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"1561-1","Stunt Chopper",1990,30,68,"Town","Classic Town","Airport",14687,NA,1,1,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"1561-2","Lufthansa Flight Crew",1976,60,364,"Building Set with People",NA,NA,818,NA,1,1,"685px4","Homemaker Figure Head with Eyes, Eyebrows and Smile Print",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"1562-1","Wave Jumper",1990,25,77,"Town","Classic Town","Harbor",6264,NA,1,1,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"1563-1","Track Blaster",1990,30,82,"Town","Classic Town","Race",12408,NA,1,1,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"1575-2","Basic Set with Board Game",1987,240,467,"Universal Building Set","Basic",NA,11096,NA,1,1,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"1580-1","Lunar Scout",1986,70,130,"Space","Classic Space",NA,2639,NA,1,1,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"1581-2","Delivery Truck",1990,122,75,"Town","Classic Town","Food & Drink",5672,NA,1,1,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"1584-1","Knights Challenge",1988,168,199,"Castle","Lion Knights",NA,9442,NA,8,8,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",8,"Happy","#F2CD37"
"1589-1","Town Square",1978,441,85,"Town","Classic Town","Traffic",12908,NA,5,5,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",5,"Happy","#F2CD37"
"1589-2","TCS Breakdown Assistance",1986,258,85,"Town","Classic Town","Traffic",6813,NA,3,3,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",3,"Happy","#F2CD37"
"1590-2","ANWB Breakdown Assistance",1982,262,85,"Town","Classic Town","Traffic",3397,NA,4,4,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",4,"Happy","#F2CD37"
"1592-1","Town Square - Castle Scene",1980,495,85,"Town","Classic Town","Traffic",14106,NA,10,10,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",10,"Happy","#F2CD37"
"1592-2","Town Square - Castle Scene (Dutch Version)",1983,495,85,"Town","Classic Town","Traffic",13251,NA,10,10,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",10,"Happy","#F2CD37"
